Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
02/15/2023,48217,7,Hill County,TX,98.9,18010,49.1,17984,52.1,17703,56.8,17049,60.5,6231,81.1,15436,42.1,15431,44.7,680,10.7,15247,48.9,14751,52.4,5574,72.5,6380,41.3,6380,41.3,6368,41.8,6322,42.9,5378,53.6,3501,62.8,2268,42.2,1687,48.2,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,15,15,15,14,7,7,7,6,36649,34504,6335,31189,28169,7684,2717,7.9,2711,8.7,2683,9.5,1782,23.2
02/15/2023,30003,7,Big Horn County,MT,95.9,14657,95,14594,95,13476,95,11414,95,2196,95,12491,93.8,12478,95,2526,77.7,11722,95,9952,95,2035,95,4912,39.3,4911,39.4,4846,41.3,4498,45.2,2836,60.9,1447,71.1,1291,45.5,767,53,C,12,12,12,12,12,12,Non-metro,8,8,8,8,8,8,10,11,11,11,6,7,7,7,13319,12105,3252,10303,8853,1775,2111,17.4,2080,20.2,1979,22.4,714,40.2
02/15/2023,18179,7,Wells County,IN,98.5,13487,47.7,13461,50.7,13187,55.5,12547,58.8,4568,86.7,12305,43.5,12295,46.3,784,15.1,12075,50.9,11511,53.9,4306,81.7,6081,49.4,6081,49.5,6036,50,5900,51.3,4713,61.3,3032,70.4,1906,40.4,1440,47.5,A,1,1,1,2,2,4,Metro,1,1,1,2,2,4,3,4,4,3,3,4,4,3,28296,26541,5204,23746,21337,5270,2000,7.5,1972,8.3,1936,9.1,1265,24
02/15/2023,40077,7,Latimer County,OK,93.8,4111,40.8,4102,43.4,4035,46.7,3821,48.5,1259,56.4,3607,35.8,3605,38.1,229,14.5,3549,41.1,3376,42.8,1174,52.6,1557,43.2,1557,43.2,1551,43.7,1524,45.1,1230,56.6,752,64.1,532,43.3,359,47.7,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,10073,9458,1577,8633,7881,2231,610,6.4,606,7,591,7.5,343,15.4
02/15/2023,28125,7,Sharkey County,MS,98.1,2804,64.9,2803,69.3,2747,75.5,2540,78.1,785,90.6,2489,57.6,2489,61.5,219,27.7,2447,67.3,2270,69.8,740,85.5,1230,49.4,1230,49.4,1229,50.2,1207,53.2,950,65.2,521,70.4,374,39.4,236,45.3,D,14,14,13,15,15,16,Non-metro,6,6,5,7,7,8,15,16,16,15,7,8,8,7,4321,4046,792,3637,3254,866,176,4.3,176,4.8,172,5.3,107,12.4
02/15/2023,42063,7,Indiana County,PA,94.9,46368,55.2,46254,57.7,45313,61,43578,63.2,16014,95,40164,47.8,40102,50,2286,20.4,39332,52.9,37816,54.8,13946,82.9,20947,52.2,20944,52.2,20833,53,20429,54,15827,65.2,10136,72.7,8052,50.9,5859,57.8,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,84073,80189,11185,74344,69004,16822,10329,12.9,10271,13.8,10137,14.7,6312,37.5
02/15/2023,40147,7,Washington County,OK,93.8,30629,59.4,30595,63.3,29826,68.6,28058,71.4,9956,95,24032,46.6,24010,49.7,2015,22.3,23389,53.8,21995,56,7936,77.9,10527,43.8,10526,43.8,10444,44.7,10163,46.2,7816,57.3,5083,64,3412,43.7,2539,50,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,10,7,7,7,6,51527,48301,9026,43447,39275,10187,4808,10,4736,10.9,4626,11.8,2857,28
02/15/2023,48393,7,Roberts County,TX,98.9,299,35,299,37.2,296,40.2,286,43.6,126,65.3,268,31.4,268,33.3,10,6.8,267,36.2,258,39.3,115,59.6,106,39.6,106,39.6,106,39.7,106,41.1,89,51.4,69,60,32,36,25,36.2,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,2,2,3,2,6,6,7,6,854,804,148,737,656,193,34,4.2,34,4.6,34,5.2,23,11.9
02/15/2023,22007,7,Assumption Parish,LA,96.9,11039,50.4,11032,53.3,10835,57.2,10302,59.7,3097,75.5,9804,44.8,9802,47.4,604,17.6,9657,51,9198,53.3,2874,70,3894,39.7,3894,39.7,3881,40.2,3829,41.6,3168,56.6,1945,67.7,891,28.1,625,32.1,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,14,15,15,15,6,7,7,7,21891,20686,3430,18939,17256,4104,809,3.9,808,4.3,803,4.7,477,11.6
02/15/2023,51775,7,Salem city,VA,78.2,13095,51.8,13093,54.5,13057,58.9,12249,60.1,3668,76.3,11828,46.7,11827,49.3,659,18.1,11799,53.3,11168,54.8,3484,72.4,24,0.2,24,0.2,24,0.2,24,0.2,9,0.1,3,0.1,8,88.9,3,95,B,5,5,5,6,6,7,Metro,1,1,1,2,2,3,5,5,5,5,1,1,1,1,25301,24010,3638,22150,20372,4810,130,0.5,130,0.6,130,0.6,14,0.3
02/15/2023,10001,7,Kent County,DE,96.3,124453,68.8,124035,73.1,119775,78,111555,79.9,32317,95,106829,59.1,106664,62.9,10524,35,103317,67.3,96140,68.9,28118,88.9,53127,49.7,53127,49.8,52576,50.9,50544,52.6,35541,65.8,21074,74.9,18894,53.2,12837,60.9,D,14,14,14,15,15,16,Metro,2,2,2,3,3,4,15,16,16,15,3,4,4,3,180786,169627,30074,153474,139553,31623,24554,14.5,24296,15.8,23760,17,13209,41.8
02/15/2023,13039,7,Camden County,GA,88.8,37388,68.4,37336,73.5,36579,80.5,34387,82.9,8054,95,31778,58.1,31763,62.5,2299,24.6,31214,68.7,29464,71,7068,90.9,11207,35.3,11207,35.3,11162,35.8,10925,37.1,7320,51.3,4386,62.1,2874,39.3,2045,46.6,C,10,10,9,11,11,12,Non-metro,6,6,5,7,7,8,10,10,10,10,6,6,6,6,54666,50826,9343,45457,41483,7776,3660,7.2,3635,8,3584,8.6,2071,26.6
02/15/2023,42107,7,Schuylkill County,PA,94.9,100255,70.9,100075,74.4,97780,79,92981,81.9,29629,95,89122,63,89015,66.2,6339,30.3,86986,70.3,82676,72.8,26783,91.3,45636,51.2,45635,51.3,45345,52.1,44329,53.6,32494,64.9,19346,72.2,14961,46,10250,53,B,6,7,6,7,7,8,Non-metro,6,7,6,7,7,8,8,8,8,7,8,8,8,7,141359,134495,20934,123772,113561,29322,15651,11.6,15523,12.5,15303,13.5,9307,31.7
02/15/2023,13291,7,Union County,GA,88.8,12894,52.6,12880,54.6,12789,57.7,12456,60.1,6497,78.6,11566,47.2,11563,49.1,344,12.1,11487,51.8,11219,54.1,5892,71.3,5787,50,5787,50,5777,50.3,5742,51.2,5072,57.6,3754,63.7,2425,47.8,1912,50.9,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,12,12,12,10,8,8,8,6,24511,23569,2832,22165,20737,8263,2822,12,2817,12.7,2801,13.5,2076,25.1
02/15/2023,04027,7,Yuma County,AZ,98.1,239877,95,236778,95,221897,95,200698,95,42632,95,163634,76.5,162979,82,25491,66.3,152869,85.9,137488,85.8,33788,81.8,74204,45.3,74198,45.5,71688,46.9,67190,48.9,41743,62.7,22937,67.9,18527,44.4,11806,51.5,D,15,16,16,16,16,16,Metro,3,4,4,4,4,4,15,15,15,15,3,3,3,3,213787,198675,38457,177868,160218,41302,28137,14.2,27181,15.3,25890,16.2,10234,24.8
02/15/2023,21165,7,Menifee County,KY,94.1,3322,51.2,3313,53.6,3257,56.8,3127,59,1032,74.2,2987,46,2981,48.2,158,17.9,2941,51.3,2823,53.3,956,68.7,1527,51.1,1527,51.2,1523,51.8,1499,53.1,1157,63,689,72.1,555,48,366,53.1,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,6489,6179,881,5737,5298,1391,619,10,617,10.8,614,11.6,362,26
02/15/2023,49051,7,Wasatch County,UT,97.7,23803,69.8,23611,74.8,22101,80.6,19623,83,4366,95,21423,62.8,21365,67.7,3486,44,20157,73.5,17879,75.6,4097,95,10600,49.5,10597,49.6,10366,51.4,9762,54.6,6000,70.1,3163,77.2,3225,53.8,2074,65.6,A,2,3,3,3,3,4,Non-metro,6,7,7,7,7,8,3,4,4,3,7,8,8,7,34091,31556,7914,27418,23642,4191,4340,13.8,4216,15.4,4042,17.1,1988,47.4
02/15/2023,51175,7,Southampton County,VA,78.2,8071,45.8,8062,47.7,7982,51.2,7644,53.2,2576,70.2,6646,37.7,6641,39.3,304,12,6575,42.2,6337,44.1,2224,60.6,857,12.9,857,12.9,855,13,829,13.1,680,15.6,405,18.2,343,50.4,238,58.8,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,5,5,5,5,5,5,5,5,17631,16893,2537,15595,14356,3671,409,2.4,408,2.6,401,2.8,261,7.1
02/15/2023,46103,7,Pennington County,SD,96.7,94276,82.9,93916,88.2,90922,94.4,85269,95,27750,95,72173,63.4,72035,67.7,6883,36.9,69609,72.3,65152,74.2,21371,95,29537,40.9,29535,41,29223,42,28300,43.4,20794,54.6,13137,61.5,10378,49.9,7625,58,C,10,11,10,11,11,12,Metro,2,3,2,3,3,4,11,11,11,10,3,3,3,2,113775,106450,18645,96306,87805,21084,17559,16.5,17364,18,16942,19.3,9612,45.6
02/15/2023,55117,7,Sheboygan County,WI,96.7,79880,69.3,79238,72.7,75966,76.5,70893,78.7,21146,95,74474,64.6,74046,67.9,7737,40.9,71067,71.6,66309,73.6,20215,94.5,44206,59.4,44183,59.7,43396,61.1,41568,62.7,29268,75.3,17140,84.8,18203,62.2,12407,72.4,A,2,3,3,3,3,4,Metro,2,3,3,3,3,4,4,4,4,4,4,4,4,4,115340,109021,18910,99299,90111,21394,21506,19.7,21088,21.2,20397,22.6,11270,52.7
02/15/2023,51171,7,Shenandoah County,VA,78.2,25274,57.9,25221,61.2,24657,65.5,23419,68,8719,90,22163,50.8,22137,53.7,1524,22.5,21687,57.6,20613,59.8,7606,78.5,9557,43.1,9555,43.2,9499,43.8,9272,45,7099,53.8,4584,60.3,4020,56.6,2944,64.2,B,6,6,5,6,6,7,Non-metro,6,6,5,6,6,7,7,7,7,6,7,7,7,6,43616,41217,6765,37661,34452,9690,4714,11.4,4691,12.5,4630,13.4,2989,30.8
02/15/2023,20197,7,Wabaunsee County,KS,93.9,3702,53.4,3689,56.4,3560,60.3,3360,62.9,1209,83.4,3441,49.6,3429,52.5,302,25.2,3309,56.1,3127,58.6,1151,79.4,2141,62.2,2139,62.4,2098,63.4,2043,65.3,1570,75.2,964,83.8,959,61.1,671,69.6,A,1,2,1,2,2,3,Metro,1,2,1,2,2,3,4,4,4,4,4,4,4,4,6931,6536,1197,5903,5339,1450,1082,16.6,1060,18,1039,19.5,611,42.1
02/15/2023,47035,7,Cumberland County,TN,97.8,32799,54.2,32711,56.6,32312,60.2,31404,62.7,16725,88.5,29431,48.6,29397,50.8,1121,14.5,29065,54.2,28276,56.5,15434,81.6,16181,55,16181,55,16111,55.4,15882,56.2,14145,63.3,10888,70.5,7242,51.2,6025,55.3,B,5,6,5,6,6,8,Non-metro,5,6,5,6,6,8,8,8,8,7,8,8,8,7,60520,57824,7741,53673,50083,18904,7068,12.2,7037,13.1,6978,13.9,5414,28.6
02/15/2023,12005,7,Bay County,FL,98.6,113990,65.2,113895,69.1,111994,74.3,107066,77.2,30929,95,96924,55.5,96878,58.8,5516,21.2,95441,63.3,91362,65.9,27050,83.1,36529,37.7,36529,37.7,36387,38.1,35689,39.1,27387,50.9,16657,61.6,11127,40.6,7670,46,C,10,10,9,10,11,12,Metro,2,2,1,2,3,4,10,10,10,10,2,2,2,2,174705,164708,25986,150659,138722,32535,12462,7.6,12386,8.2,12213,8.8,6904,21.2
02/15/2023,55091,7,Pepin County,WI,96.7,3996,54.8,3985,57.9,3867,61.5,3622,62.8,1454,84.8,3723,51.1,3717,54,339,30.3,3616,57.5,3378,58.6,1388,81,2231,59.9,2231,60,2210,61.1,2132,63.1,1694,71.1,1089,78.5,965,57,691,63.5,A,2,2,2,2,2,4,Non-metro,6,6,6,6,6,8,4,4,4,3,8,8,8,7,7287,6887,1119,6284,5768,1714,1072,15.6,1057,16.8,1039,18,652,38
02/15/2023,20015,7,Butler County,KS,93.9,38481,57.5,38320,61,36944,65.8,34178,68.4,9338,88.9,34187,51.1,34089,54.2,3604,27.9,32934,58.6,30485,61.1,8462,80.6,16192,47.4,16190,47.5,15933,48.4,15302,50.2,10565,62.9,6124,72.4,5547,52.5,3754,61.3,B,6,6,5,6,6,8,Metro,2,2,1,2,2,4,7,7,8,7,3,3,4,3,66911,62871,12939,56171,49932,10502,7192,11.4,7040,12.5,6854,13.7,3659,34.8
02/15/2023,53001,7,Adams County,WA,96,13839,69.3,13791,76.3,13161,87.3,11951,93.3,2212,95,12434,62.2,12433,68.8,1596,30.4,11917,79.1,10837,84.6,2101,92.8,5362,43.1,5362,43.1,5301,44.5,5042,46.5,2815,62.3,1529,72.8,1211,43,781,51.1,D,14,15,14,15,16,16,Non-metro,6,7,6,7,8,8,15,15,15,15,7,7,7,7,19983,18066,5252,15072,12814,2264,1651,9.1,1606,10.7,1534,12,692,30.6
02/15/2023,20113,7,McPherson County,KS,93.9,17958,62.9,17864,66.4,17390,71.3,16396,74.3,5598,95,16425,57.5,16352,60.7,1351,27.8,15926,65.3,15001,68,5199,90.2,8777,53.4,8777,53.7,8665,54.4,8389,55.9,6060,67.7,3855,74.1,3467,57.2,2479,64.3,A,2,2,1,3,3,4,Non-metro,6,6,5,7,7,8,4,4,4,3,8,8,8,7,28542,26918,4860,24389,22058,5764,4093,15.2,4039,16.6,3961,18,2279,39.5
02/15/2023,45019,7,Charleston County,SC,93,333671,81.1,330341,85.2,316275,88.7,297445,89.8,73981,95,282746,68.7,280707,72.4,28040,49.6,268906,75.4,252667,76.2,65342,93.6,140480,49.7,140321,50,137681,51.2,132377,52.4,82298,65,48568,74.3,42345,51.5,28827,59.4,B,7,7,7,7,7,8,Metro,3,3,3,3,3,4,7,8,8,7,3,4,4,3,411406,387944,56553,356715,331391,69826,59689,15.4,58527,16.4,56803,17.1,27600,39.5
02/15/2023,13259,7,Stewart County,GA,88.8,2526,38.2,2525,39.3,2485,40.5,2386,40.4,808,81.1,2225,33.6,2224,34.6,100,18.9,2203,35.9,2124,36,751,75.4,1115,50.1,1115,50.1,1112,50.5,1095,51.6,913,64.9,551,73.4,374,41,260,47.2,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,16,16,16,15,8,8,8,7,6621,6432,528,6136,5904,996,326,5.1,324,5.3,320,5.4,183,18.4
02/15/2023,05053,7,Grant County,AR,92.1,10209,55.9,10187,58.9,10020,63.7,9404,66,2750,81.6,8797,48.2,8784,50.8,625,20.6,8674,55.2,8159,57.3,2458,72.9,3731,42.4,3731,42.5,3718,42.9,3625,44.4,2741,57.3,1650,67.1,1311,47.8,923,55.9,A,1,2,1,2,2,3,Metro,1,2,1,2,2,3,3,3,3,3,3,3,3,3,18265,17285,3040,15720,14245,3372,1439,8.3,1432,9.1,1407,9.9,877,26
02/15/2023,40145,7,Wagoner County,OK,93.8,48162,59.2,48018,62.7,46849,68.2,44045,71.3,12562,92,40273,49.5,40198,52.5,3328,22.5,39234,57.1,36870,59.7,10771,78.9,17209,42.7,17208,42.8,17053,43.5,16597,45,11966,57.2,7188,66.7,5718,47.8,3987,55.5,B,5,6,5,6,6,7,Metro,1,2,1,2,2,3,7,7,7,7,3,3,3,3,81289,76575,14766,68705,61809,13651,7687,10,7602,11.1,7445,12,4291,31.4
02/15/2023,24009,7,Calvert County,MD,98.2,76353,82.5,75777,86.5,71861,90.6,65368,91.8,15474,95,68206,73.7,67848,77.5,9447,57.7,64281,81.1,58401,82,14307,95,38106,55.9,38099,56.2,37239,57.9,35009,59.9,23416,71.7,11748,82.1,13802,58.9,8186,69.7,A,3,3,4,4,4,4,Metro,3,3,4,4,4,4,4,4,4,4,4,4,4,4,92525,87590,16375,79299,71215,14321,18277,20.9,17910,22.6,17147,24.1,7905,55.2
02/15/2023,46075,7,Jones County,SD,96.7,982,95,977,95,940,95,850,95,327,95,741,82.1,741,87.4,90,64.3,708,92.4,651,91.9,267,95,305,41.2,305,41.2,297,41.9,282,43.3,226,51.1,149,55.8,90,39.8,75,50.3,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,3,3,3,2,7,7,7,6,903,848,140,766,708,215,158,18.6,158,20.6,151,21.3,91,42.3
02/15/2023,21033,7,Caldwell County,KY,94.1,7721,60.6,7710,64.2,7590,69.9,7295,73.8,2476,91.1,6824,53.5,6820,56.8,359,17,6717,61.9,6461,65.3,2272,83.6,3381,49.5,3381,49.6,3371,50.2,3321,51.4,2632,63.5,1692,74.5,1314,49.9,971,57.4,C,10,10,9,10,11,12,Non-metro,6,6,5,6,7,8,11,12,12,11,7,8,8,7,12747,12004,2114,10851,9890,2719,1499,12.5,1495,13.8,1490,15.1,955,35.1
02/15/2023,40069,7,Johnston County,OK,93.8,5892,53.2,5879,56.4,5797,61.9,5560,66,1869,85.3,4925,44.4,4924,47.3,261,13.1,4863,51.9,4663,55.3,1566,71.5,1999,40.6,1999,40.6,1987,40.9,1965,42.1,1513,52.3,957,61.1,583,38.5,404,42.2,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,14,7,7,7,6,11085,10416,1988,9362,8428,2191,740,7.1,737,7.9,730,8.7,443,20.2
02/15/2023,48111,7,Dallam County,TX,98.9,4462,61.2,4439,67.5,4330,75.7,4111,82.8,707,82.5,3248,44.6,3247,49.3,201,12.4,3194,55.8,3046,61.4,607,70.8,973,30,973,30,973,30.5,961,31.5,587,44.6,317,52.2,142,24.2,98,30.9,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,10,10,10,10,6,6,6,6,7287,6581,1619,5720,4962,857,212,3.2,212,3.7,209,4.2,115,13.4
02/15/2023,20121,7,Miami County,KS,93.9,19295,56.4,19172,59.6,18517,64,17243,66.7,5318,91,17213,50.3,17149,53.3,1696,27,16590,57.4,15453,59.7,4899,83.9,8835,51.3,8833,51.5,8717,52.5,8387,54.3,6038,63.2,3497,71.4,3388,56.1,2355,67.3,A,2,2,1,2,2,4,Metro,2,2,1,2,2,4,4,4,4,3,4,4,4,3,34237,32158,6290,28925,25868,5841,4375,13.6,4328,15,4228,16.3,2444,41.8
02/15/2023,47053,7,Gibson County,TN,97.8,25834,52.6,25816,56,25520,61.6,24571,65.8,8334,92.8,23064,46.9,23061,50,1036,11.8,22822,55.1,22025,59,7897,87.9,10617,46,10616,46,10588,46.4,10450,47.4,8617,60.1,5504,69.7,3772,43.8,2755,50.1,D,13,14,13,14,14,16,Non-metro,5,6,5,6,6,8,15,15,15,15,7,7,7,7,49133,46111,8779,41431,37332,8985,2991,6.5,2979,7.2,2953,7.9,1958,21.8
02/15/2023,37109,7,Lincoln County,NC,96.8,60399,70.1,60254,73.8,58810,78.8,55829,82.1,19281,95,45947,53.4,45892,56.2,3309,24.2,44824,60,42583,62.6,14872,95,12222,26.6,12222,26.6,12079,26.9,11753,27.6,9013,32.5,5252,35.3,2533,28.1,1572,29.9,B,6,6,5,6,6,8,Metro,2,2,1,2,2,4,5,5,5,5,1,1,1,1,86111,81663,13682,74647,67981,15456,7854,9.6,7755,10.4,7594,11.2,4206,27.2
02/15/2023,01069,7,Houston County,AL,92.6,56370,53.2,56310,56.7,55308,61.5,52590,64.5,16914,88.2,47334,44.7,47319,47.7,2964,16.8,46571,51.8,44355,54.4,14918,77.8,17930,37.9,17930,37.9,17883,38.4,17622,39.7,14187,51.7,9132,61.2,5299,37.4,3889,42.6,C,9,9,9,10,10,11,Metro,1,1,1,2,2,3,10,10,10,10,2,2,2,2,105882,99251,17657,89968,81594,19184,5398,5.4,5386,6,5322,6.5,3322,17.3
02/15/2023,12061,7,Indian River County,FL,98.6,132203,82.7,132068,86.1,130452,90.6,125608,93.1,62485,95,111445,69.7,111391,72.6,5501,29.6,110020,76.4,105890,78.5,53171,95,55761,50,55760,50.1,55595,50.5,54846,51.8,47843,59.9,35062,65.9,23958,50.1,19367,55.2,C,11,11,9,11,11,12,Metro,3,3,1,3,3,4,12,12,12,11,4,4,4,3,159923,153472,18575,143985,134897,54133,24440,15.9,24345,16.9,24160,17.9,18205,33.6
02/15/2023,28055,7,Issaquena County,MS,98.1,687,51.8,687,53.2,677,54.3,640,54,97,43.9,604,45.5,604,46.8,39,36.8,595,47.8,565,47.7,90,40.7,230,38.1,230,38.1,230,38.7,227,40.2,157,61.6,70,77.8,34,21.7,14,20,D,13,13,14,13,13,13,Non-metro,5,5,6,5,5,5,14,14,15,15,6,6,7,7,1327,1291,106,1246,1185,221,21,1.6,21,1.7,19,1.6,5,2.3
02/15/2023,08033,7,Dolores County,CO,97,1036,50.4,1035,52.2,1022,56.7,995,60.1,398,74,889,43.3,888,44.8,33,10.1,873,48.4,855,51.7,345,64.1,457,51.4,457,51.5,452,51.8,442,51.7,334,57.5,215,62.3,154,46.1,95,44.2,A,1,1,1,1,2,2,Non-metro,5,5,5,5,6,6,4,4,4,2,8,8,8,6,2055,1981,326,1803,1655,538,199,10,196,10.9,192,11.6,95,17.7
02/15/2023,17155,7,Putnam County,IL,97.9,3648,63.6,3639,66.8,3513,70,3333,72.5,1186,89.2,3391,59.1,3387,62.1,273,32,3281,65.3,3114,67.8,1140,85.8,2055,60.6,2055,60.7,2038,62.1,1982,63.6,1529,73.4,962,84.4,903,59.1,645,67,A,2,2,2,3,3,4,Non-metro,6,6,6,7,7,8,4,4,4,4,8,8,8,8,5739,5450,854,5022,4596,1329,1001,18.4,987,19.7,970,21.1,606,45.6
02/15/2023,51043,7,Clarke County,VA,78.2,11952,81.8,11891,85,11574,89.6,10885,92.5,3624,95,9769,66.8,9728,69.6,870,39.2,9448,73.1,8858,75.3,2846,89.1,4705,48.2,4704,48.4,4648,49.2,4459,50.3,3267,58,1922,67.5,1873,57.3,1264,65.8,A,3,3,2,3,3,4,Metro,3,3,2,3,3,4,3,3,4,3,3,3,4,3,14619,13982,2218,12920,11764,3194,2639,18.9,2608,20.2,2547,21.7,1433,44.9
02/15/2023,13169,7,Jones County,GA,88.8,14617,50.9,14601,53.5,14329,57.8,13476,60.7,4076,77.4,12990,45.2,12980,47.6,950,18.7,12758,51.5,12030,54.2,3753,71.3,5332,41,5331,41.1,5309,41.6,5201,43.2,3956,54.9,2399,63.9,1663,42,1128,47,B,5,5,5,6,6,7,Metro,1,1,1,2,2,3,7,7,7,6,3,3,3,2,28735,27293,5090,24770,22203,5264,2064,7.6,2052,8.3,2017,9.1,1202,22.8
02/15/2023,47041,7,DeKalb County,TN,97.8,9972,48.7,9961,51.5,9839,55.8,9509,59.1,3134,81.3,8737,42.6,8736,45.1,383,11.7,8630,49,8353,51.9,2917,75.7,4199,48.1,4199,48.1,4189,48.5,4129,49.4,3366,60.9,2074,71.1,1585,47.1,1111,53.6,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,20490,19349,3261,17626,16088,3855,1636,8.5,1632,9.3,1617,10.1,998,25.9
02/15/2023,37147,7,Pitt County,NC,96.8,143917,79.6,143031,83.9,138140,88.8,129794,91.1,35584,95,107556,59.5,107273,62.9,10077,36,103666,66.7,97196,68.2,26071,95,28973,26.9,28968,27,28464,27.5,27312,28.1,17355,34.3,9140,35.1,5412,31.2,3014,33,D,14,14,14,15,15,16,Metro,2,2,2,3,3,4,13,13,13,13,1,1,1,1,180742,170444,27978,155511,142466,25045,19343,11.3,19001,12.2,18389,12.9,8344,33.3
02/15/2023,47091,7,Johnson County,TN,97.8,8081,45.4,8069,47.4,7979,50.2,7708,52.1,3040,73.3,6891,38.7,6888,40.5,282,12.6,6817,42.9,6606,44.7,2713,65.4,3305,48,3305,48,3294,48.3,3263,49.4,2635,57.1,1743,64.2,1146,43.5,866,49.7,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,11,11,10,7,7,7,6,17788,17016,2234,15885,14782,4146,1302,7.7,1299,8.2,1294,8.8,857,20.7
02/15/2023,72121,7,Sabana Grande Municipio,PR,97.8,19450,89.6,19412,92.9,18186,93.9,16670,93.9,4980,95,18435,84.9,18418,88.1,2577,82.1,17292,89.3,15841,89.2,4763,92.3,13310,72.2,13308,72.3,13211,76.4,12140,76.6,6995,81.4,3913,82.2,2705,38.7,1729,44.2,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,8,4,4,4,4,21712,20897,3139,19364,17758,5161,1845,8.8,1831,9.5,1795,10.1,949,18.4
02/15/2023,30023,7,Deer Lodge County,MT,95.9,5936,64.9,5902,66.9,5705,68.1,5342,67.7,2088,93.1,5470,59.8,5447,61.7,504,54,5274,63,4943,62.7,1975,88.1,3368,61.6,3368,61.8,3340,63.3,3230,65.3,2534,75.1,1653,83.7,1502,59.3,1114,67.4,C,10,10,12,10,10,12,Non-metro,6,6,8,6,6,8,12,12,12,12,8,8,8,8,9140,8822,934,8375,7888,2242,1656,18.8,1649,19.7,1618,20.5,1041,46.4
