transcript	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0334163	0.0116358	12	9.58747	0	14.5727	21
FBtr0081200	24.9884	0	6.41253	40	6.42735	0
FBtr0330045	149.702	81.0152	61.6054	217.173	44.6874	51.222
FBtr0082987	66.2981	36.9848	79.3946	51.8268	55.3126	61.778
FBtr0086760	8	2	1	2	4	0
FBtr0301810	1122.46	253	245.316	564.009	206.785	260
FBtr0081362	767.692	57.6414	158.098	240.814	0	62.0745
FBtr0332969	44.4095	502.79	576.91	568.44	425.603	404.137
FBtr0070915	31916.1	4768.47	6508.92	59541.8	4328.1	5249.87
FBtr0070916	151.606	41.6531	30.9567	63.8773	41.4554	31.3237
FBtr0345293	0	6840.17	6354.61	0	4839.23	7753.29
FBtr0343329	20736.3	8.04018	23.9088	11748.3	0	0
FBtr0343328	0.00153042	15593.7	21872.6	0.008415	17569.2	20251.5
FBtr0087936	3.96478	0	0	2.16747	0	0
FBtr0113075	87.0782	5.56893	8.52461	49.9828	8.22998	9.66698
FBtr0085452	2002	987	1131	1809	775	811
FBtr0082898	21	4	13	21	8	11
FBtr0308314	2	0	0	0	0	0
FBtr0073053	4.69008e-7	0	0	0	0	0
FBtr0073606	3	0	2	1	3	1
FBtr0080587	551	260	303	741	248	320
FBtr0309281	39.9434	0	0	0	0	0
FBtr0344018	279.423	286.22	365.408	536.878	294.269	315.493
FBtr0344019	0	3.39069	0	17.9751	16.9342	0
FBtr0080630	598.634	149.389	114.592	315.147	91.7964	80.5073
FBtr0084834	1	1	0	1	0	2
FBtr0306541	19	7	6	11	6	1
FBtr0342620	0	0	0	0	0	0
FBtr0079158	2	1	2	1	2	0
FBtr0087828	350.648	132.501	243.257	648.64	185.136	157.767
FBtr0333099	743.352	219.911	222.743	501.011	239.499	253.233
FBtr0333100	0	4.58858	0	17.3484	3.36484	0
FBtr0083617	0	0	0	0	0	0
FBtr0083618	13	10	3	10	8	8
FBtr0110952	0	0	0	0	0	0
FBtr0073202	1466	711	891	1689	620	752
FBtr0070537	0	0	0	0	0	0
FBtr0081312	0	1	0	3	1	0
FBtr0344435	1	0	2	0	0	0
FBtr0087738	102	48.4863	63.3214	105	34.6647	47.7974
FBtr0074085	221.246	250.201	355	364.337	237	272.561
FBtr0346187	214.754	5.79875	0	248.663	0	17.4389
FBtr0086964	136.449	30.6963	10.3803	103.473	12.2993	15.7913
FBtr0340144	210.551	104.304	212.62	278.527	150.701	129.209
FBtr0070807	717.227	338.374	379.608	926.227	348.777	424.365
FBtr0332398	80.7729	11.6264	46.3916	80.7729	23.2229	11.6348
FBtr0070151	1298.19	406.555	452.079	1268.14	498.659	380.44
FBtr0308652	113.814	301.797	392.921	475.864	275.013	296.56
FBtr0343833	0	0	0	0	0	0
FBtr0308574	9.88272e-5	4.91876e-5	3.69357e-5	4	3.70046e-5	8.37999e-5
FBtr0308575	0	0	0	0	0	0
FBtr0081104	8.9999	4.99995	3.99996	0	7.99996	4.99992
FBtr0310452	0	0	0	0	0	0
FBtr0077813	210.439	656	897	0	650	756
FBtr0334758	1131.56	0	0	1528	0	0
FBtr0302230	2.22542e-4	6.7512e-5	0	1.09286e-8	0.0349064	0
FBtr0347563	14.136	3.00892	0	18.4018	1.28134	0
FBtr0306903	4	3	3	2	1	1
FBtr0301374	0	0	0	0	0	0
FBtr0301376	0	0	0	0	0	0
FBtr0302374	0	0	0	0	0	0
FBtr0301377	1	0	1	0	0	0
FBtr0330233	0	0	0	2	0	0
FBtr0330234	0	0	0	0	0	0
FBtr0302116	0	0	1	0	0	0
FBtr0301375	0	0	0	0	0	0
FBtr0302117	0	0	0	0	0	0
FBtr0071919	0	0	0	0	0	0
FBtr0091924	4	1	6	7	6	1
FBtr0081869	490.673	239.879	248	551.268	248	274
FBtr0310047	11.327	0	0	0	0	0
FBtr0310048	0	0.120692	2.71343e-4	76.7316	0	0
FBtr0334596	29.6615	0	0	26.5951	0	0
FBtr0334597	194.155	37.0722	54.2735	152.375	22.2221	32.3888
FBtr0082624	917.183	526.928	597.726	991.03	424.778	457.709
FBtr0339894	107.363	12.2942	58.0936	102.229	28.8337	6.01133
FBtr0070038	3748.64	922.706	893.906	2840.77	942.166	874.989
FBtr0080914	0	0	0	0	7	0
FBtr0331621	6	4	7	8	0	5
FBtr0333159	0.00498779	0	0	0	0	0
FBtr0074653	536.941	269.397	380.636	562.019	288.43	280.624
FBtr0343417	0	0	0	0	0	0
FBtr0343416	1922.44	75.2399	58.3521	2397.53	36.1722	27.8903
FBtr0079525	6510.56	2970.76	3971.65	6892.47	3162.83	3178.11
FBtr0082386	1189.88	0	46.0203	2188.46	46.0792	46.1805
FBtr0346638	1197.12	1181	1243.98	297.543	892.921	1040.82
FBtr0074884	3025.42	1614.72	1828.99	3160.78	1576.07	1533.48
FBtr0304716	98.5764	119.284	127.015	383.222	150.927	86.5213
FBtr0081471	1046.57	470.526	777.688	2555.62	500.871	582.455
FBtr0343870	1188.13	191.925	92.9027	145.018	142.797	100.178
FBtr0081470	674.851	595.793	702.473	286.439	374.404	507.479
FBtr0081197	0	0	0	0	0	0
FBtr0336818	0	3	0	1	0	1
FBtr0336817	3	0	6	0	0	0
FBtr0086652	1116	348	468	988	311	316
FBtr0332576	0	0	0	0	0	0
FBtr0302890	1	0	0	1	0	0
FBtr0335461	1	0	0	0	0	0
FBtr0346790	0	0	1	0	1	0
FBtr0301030	3	0	0	2	0	0
FBtr0071582	16954.4	6292.59	7522.66	23366.5	9435.83	8331.92
FBtr0342870	206.561	328.409	101.335	632.53	235.17	0.0820033
FBtr0334992	672.045	89.7844	118.189	739.763	170.684	96.6234
FBtr0074217	3310.26	2431.5	2814.43	3103.45	2185.42	1917.11
FBtr0334990	53.7499	0	40.8118	42.8844	19.7793	47.6878
FBtr0334991	47.943	146.717	109.572	190.903	134.112	23.5806
FBtr0300103	5.48975	0	0	1.7513	0	1.21374
FBtr0334734	34.5102	3	3	11.2487	4	6.78626
FBtr0307337	136	77	70	193	83.2509	93.5274
FBtr0087502	337.508	319.347	475.9	810.938	223.88	337.583
FBtr0087501	3730.49	915.653	1004.1	3499.06	1423.12	903.417
FBtr0331358	418.062	98.3391	135.58	403.131	105.667	124.973
FBtr0085691	67.9385	143.661	194.42	185.869	103.333	129.027
FBtr0070285	0	0	0	0	0	0
FBtr0113252	2022.14	1283.17	1605.93	3282.39	1439.56	1291.74
FBtr0083899	4235.86	1927.83	2310.07	3745.61	1661.44	1497.26
FBtr0304641	0	0	0	0	0	0
FBtr0084915	0	0	0	0	0	0
FBtr0300026	0	0	0	0	0	0
FBtr0335239	60.1801	0	0	36.1081	0	0
FBtr0303867	147.731	72.4484	103.899	138.054	54.9732	77.9144
FBtr0112568	11.0885	14.5516	0.100801	11.838	9.02675	7.08556
FBtr0072526	495.79	237.841	343	610.28	192	228.004
FBtr0072527	41.2104	26.159300000000002	0	26.72	0	31.9956
FBtr0303303	0	0	0	0	0	0
FBtr0347219	0	0	0	0	0	0
FBtr0300628	0	0	0	0	0	0
FBtr0302050	4	2	0	0	0	1
FBtr0075587	0	0	0	0	1	0
FBtr0078098	2	0	1	1	1	2
FBtr0073297	0	40.1611	15.3266	0	0	13.3034
FBtr0073296	192.485	51.1267	95.1922	322.893	79.4993	143.633
FBtr0073295	175.05	36.403	26.5719	189.114	48.0701	65.8195
FBtr0073294	0	0	2.76899	11.7966	10.4857	0
FBtr0113140	11.71	0	44.707	372.603	178.135	92.7469
FBtr0308033	0	0	8.62745	16.6803	35.9647	0
FBtr0113141	0	0	0	3.79966	0	0
FBtr0308034	125.755	90.3092	114.806	405.114	209.845	138.497
FBtr0332562	0	0	0	0	0	0
FBtr0332557	0	0	0	0	0	0
FBtr0332561	0	0	0	1.17822	0	0
FBtr0332560	0	0	0	0	0	0
FBtr0332558	35	6	4	30.8218	6	7
FBtr0078923	4	3	8	1	2	0
FBtr0088900	1609.35	613.548	1057.4	1561.64	856.76	760.457
FBtr0088901	22.7483	34.1847	0	84.6326	40.9783	22.8054
FBtr0088902	313.482	255.984	0.00795	932.459	280.689	294.658
FBtr0081332	963	594.791	710	1037	583	590
FBtr0072766	22	19	14	42	23	25
FBtr0100573	7	7	6	20	5	7
FBtr0346137	294.699	0	0	16.6027	0	0
FBtr0078700	4408.99	2368.05	2912.25	5981.02	2390.66	2492.75
FBtr0078701	2319.31	14.9504	26.7503	1379.38	40.3395	28.2494
FBtr0113238	84	53	57	65	32	32
FBtr0081262	38	17	27	40	22	18
FBtr0080113	1338	820	958	1601	725	752
FBtr0077025	491	141	175	412	169	109
FBtr0079211	651	340.856	532.838	733	426.859	180.689
FBtr0079212	0	94.1444	1.16163	0	0.140703	280.311
FBtr0086884	575.243	230.397	285.851	738.138	313.354	453.907
FBtr0086883	514.757	254.345	390.149	566.862	229.646	150.093
FBtr0081807	6.85664e-5	145.319	229.659	284.068	98.6061	189.516
FBtr0334315	560.891	72.1619	112.806	238.13	77.2977	22.0617
FBtr0100368	413.73	198.642	179.688	589.288	233.251	204.244
FBtr0079467	357	169	213	366	164	168
FBtr0310647	736.143	225.769	153.276	1940.28	1031.87	880.406
FBtr0340190	427.384	534.965	863.346	0.0126595	0.0314438	110.768
FBtr0073732	3194.59	368.385	361.292	2059	493.382	342.701
FBtr0310648	0	26.4541	29.3568	88.6629	78.2591	0
FBtr0073731	332.44	528.213	577.364	1145.52	461.228	570.062
FBtr0330398	332.44	528.213	577.364	1145.52	461.228	570.062
FBtr0335194	173.948	0	0	184.789	0	0
FBtr0084172	862.683	622	851.679	933.918	805	980.272
FBtr0084173	167.369	0	5.32131	349.292	0	10.7279
FBtr0344115	14.3876	0	0	8.61807	0	0
FBtr0071872	0	1	0	0	0	0
FBtr0340277	857.452	354.214	445	926.713	342	381
FBtr0086881	62.9267	6.7857	0	19.1402	0	0
FBtr0070479	871	478	608	733	369	456
FBtr0343158	95.1898	0	0	52.9392	0	0
FBtr0079290	2894.44	1551	2038	2463.64	966	1076
FBtr0343166	0	0	0	0	0	0
FBtr0301569	8	11	0	9	5	7
FBtr0087414	0	0.00344131	0	0	0	0
FBtr0345419	5	0	0	10	0	1
FBtr0087413	0	0.996559	0	0	0	0
FBtr0075941	4132.36	1502.01	2134.55	3315.91	1500.76	1135.89
FBtr0075942	1947.64	837.358	1010.45	906.089	511.915	370.651
FBtr0075943	0	511.627	486	0	53.3202	769.461
FBtr0078448	312	138	178	296	150	159
FBtr0114586	1806.03	783.569	827.295	2310.99	916.631	595.861
FBtr0343272	11.9683	152.431	224.705	0.0114019	73.3686	275.139
FBtr0339497	0	0	0	0	0	0
FBtr0073908	1.5	0	2.5	1.5	1.5	0
FBtr0300705	485	299	349	521	275	305
FBtr0299916	0	29.0548	0	0	0.449773	0
FBtr0305061	8.09854	0	0	19.5864	0	0
FBtr0300245	147.83	17.0198	28.7107	0.132975	5.82475	0.0459411
FBtr0305060	62.1565	8.58619	14.2208	84.7621	37.9359	31.8874
FBtr0300542	284.131	252.14	254.08	166.662	164.126	144.003
FBtr0305062	0	0	0	0	0	0
FBtr0336693	102.89	1.5892	8.15708	88.021	0	10.9086
FBtr0299915	0	38.9576	38.9237	0	0	0
FBtr0305059	79.8934	30.652	63.9078	54.8354	18.6639	18.1548
FBtr0345077	0	0	0	0	0	0
FBtr0345079	22.147	0	0	0	0	0
FBtr0336697	112.939	54.0354	55.0349	23.7494	6.15755	24.5946
FBtr0302767	283.502	226.452	254.369	441.262	136.599	190.685
FBtr0302769	1.6108e-5	1.14914e-7	0	4.01816e-7	0	0
FBtr0345078	0	0	0	0	0	0
FBtr0344190	49.0406	0	25.2933	107.064	20.6092	0
FBtr0302768	993.775	323.147	531.052	987.518	494.694	477.656
FBtr0302770	0	0	0	0	0	0
FBtr0302771	145.362	60.2168	0	0	16.9724	0
FBtr0302766	0	0	50.1207	108.668	63.0663	35.6951
FBtr0302772	0	13.9369	38.1301	98.9719	28.9024	69.3698
FBtr0302773	5.23443	14.2118	0	33.7671	0	0
FBtr0088387	1948.62	0	8.75098	2940.18	0	8.83164
FBtr0339425	1470.38	1070	1396.25	1019.82	983	1185.17
FBtr0100352	118.985	2.78782e-5	0	30.3871	37.6605	20.0477
FBtr0081325	1144.8	400.002	778.001	1130.2	619.188	334.838
FBtr0100351	0	0	15.2305	58.4226	0	0
FBtr0331244	91.5082	3.81293e-6	0	28.8527	10.0334	8.7985
FBtr0305952	890.808	63.6016	121.117	1078.01	177.929	157.343
FBtr0331243	125.903	307.396	20.6514	448.125	46.1892	404.973
FBtr0273427	8.88297	0	0	0.656666	0	0
FBtr0273422	5.70175	0	6.38714	2.89083	0	4.84985
FBtr0273423	149.275	82.4886	110.594	0.138822	31.7383	56.7198
FBtr0308596	0.600182	0	0.638413	0.260283	0	0.540044
FBtr0273426	0	0.164727	11.2851	134.294	0	1.89033
FBtr0273428	0	0	0	0.0022608	0	0
FBtr0273425	0	0	0	0	0	0
FBtr0273424	94.5397	43.3467	23.0953	19.7572	28.2617	0
FBtr0071625	5	2	2	5	2	3
FBtr0332123	0	0	0	0	0	0
FBtr0075574	0	0	0	0	0	0
FBtr0083711	4	4	6	13	6	5
FBtr0073461	0	0	2	0	0	1
FBtr0078946	941.068	48.5643	71.0135	455.061	29.7622	66.9241
FBtr0301244	443.263	236.315	98.8776	473.981	280.364	155.31
FBtr0336458	1450.67	696.12	943.109	2615.96	811.874	896.766
FBtr0334034	555.52	0	0	232.96	0	0
FBtr0074493	574.48	742	914	1013.04	702	692
FBtr0070974	704.448	431.894	538.893	956.967	453.211	447.346
FBtr0091534	0	0	0	0	0	0
FBtr0080433	13.0142	5	11.0387	12.0093	5.00718	9
FBtr0073633	35	6	4	19	6	6
FBtr0330675	0	0	0	14.2325	44.6929	0
FBtr0077843	145	59.4471	90	164.767	1.30708	65.9928
FBtr0303251	8.80788e-4	7.83677e-4	0	0.00100192	1.53312e-4	3.81076e-4
FBtr0334800	2.99912	2.99922	0	5.999	0.999847	0.999619
FBtr0088123	0.0450254	0.0464932	0.0452994	0.0790731	0.0817217	0
FBtr0113401	2	0	0	0	0	0
FBtr0073373	0	0	0	0	0	0
FBtr0080490	111	41	67	62	32	27
FBtr0087616	0	0	0	0	0	0
FBtr0087620	0	0	0	0	0	0
FBtr0304850	30.2406	17.6922	0	11.939	0	0
FBtr0273225	0	0	1.36851e-7	0	0	1.42079e-7
FBtr0301593	0	0	0	0	0	0
FBtr0273223	0	0	0	0	0	0
FBtr0087621	8803.21	3400.74	3157.59	26883.1	11525.7	8067.62
FBtr0087618	17247	8964.48	9022.35	10348.6	5546.93	4268.1
FBtr0304852	22.5087	0	0	16.1584	0	0
FBtr0304848	68.6832	72.9893	48.4193	76.5431	45.2833	12.7162
FBtr0087617	1187.99	776.691	795.663	98.9179	10.9505	45.0562
FBtr0273224	36.0986	0.286224	1.58036	2.81962	0.730451	0.631843
FBtr0304849	0	0	0	0	0	0
FBtr0304851	11753.4	4773	5118	13264.9	5612.57	5762.71
FBtr0301591	0	0	0	0	0	0
FBtr0301964	800.06	697.116	1105.18	4.17037e-6	93.2898	0
FBtr0301592	0	2.84418e-7	1.11534e-6	0	1.15423e-6	2.16587e-6
FBtr0273222	0	0	0	0	0	0
FBtr0087619	0	2.32975e-5	7.14388e-5	0	0	1.04651e-5
FBtr0304847	3.88764e-6	0	0	0	0	0
FBtr0304853	12.8055	0	17.2125	27.9845	21.5925	14.1733
FBtr0273226	0	0	0	0	0	0
FBtr0088020	20	9	6	14	9	9
FBtr0084282	1118.66	222.24	53.0713	490.892	1.39808e-7	6.72615e-4
FBtr0308848	922.301	610.54	787.479	1157.13	669.236	719.198
FBtr0334561	113.702	93.8477	143.006	39.8513	46.5783	20.206
FBtr0084283	28.5981	17.3729	195.951	196.286	206.186	246.225
FBtr0084284	26.7383	0	3.49267	5.84182	0	4.37002
FBtr0086316	16	1.01522	3.03981	11	1.01236	4.0526
FBtr0072737	1155.99	395.403	444.14	634.878	419.775	378.228
FBtr0072736	5.1051e-4	169.594	187.097	142.053	73.9503	147.93
FBtr0072735	668.012	372.003	428.763	1250.07	395.275	368.842
FBtr0082829	138	59	74.5	157.5	44.5	66
FBtr0301717	563.288	223.715	376.981	632.311	296.668	235.978
FBtr0304053	573.712	109.285	0.0191781	746.689	216.332	123.022
FBtr0075720	0	0	0	0	0	0
FBtr0300289	5.27169	0	3	0	0	0
FBtr0079754	6.7276	6	0	8.29111	1	3
FBtr0340261	7.17368e-4	0	0	4.70889	0	0
FBtr0077670	866	351.45	463.396	776	329.521	378.506
FBtr0111024	180.342	36.5317	11.4853	371.602	82.2472	36.3678
FBtr0079026	3237.66	1350.47	1592.51	3710.4	1483.75	1424.63
FBtr0078537	176.523	59.5795	84	166	68	82
FBtr0310503	23.4774	27.4205	0	0	0	0
FBtr0334767	0	0	0	0	0	0
FBtr0113405	2	2	0	2	0	3
FBtr0075400	0	0	0	0	0	1
FBtr0075067	395	158	213	435	177	160
FBtr0077588	1	1	0	3	0	1
FBtr0299814	37	27	23	31	16	19
FBtr0343052	302.048	39.8401	57.9184	195.284	48.2873	39.2881
FBtr0070859	252.986	116.64	114.747	204.23	70.843	86.542
FBtr0073366	0	0	0	0	0	0
FBtr0074467	91	49	58	91	32	46
FBtr0072375	346	188	209	420	163	221
FBtr0075331	2	2	0	0	0	0
FBtr0083411	1	1	1	0	0	1
FBtr0339173	0	0	0	3	0	0
FBtr0084692	1504	686	677	1506	558	525
FBtr0075381	293	116	190	243	96	118
FBtr0077302	0	1	0	1	1	0
FBtr0307516	0	0	0	1	0	1
FBtr0080248	237	141	185	298	138	149
FBtr0080489	5749.91	3011.37	3470.98	6040.56	2748.51	2843
FBtr0305555	747.858	17.5055	28.3428	774.848	22.5332	0
FBtr0082623	1200	661	858	1070	564	635
FBtr0302511	366.602	231.876	265.396	295.143	217.701	198.093
FBtr0088611	247.469	28.2484	51.3755	137.534	38.4497	31.0723
FBtr0302512	622.73	293.314	350.427	887.895	297.7	295.381
FBtr0075536	378.769	151.806	192.706	501.047	117.527	166.807
FBtr0306854	259.503	26.7934	39.3628	171.895	42.8276	30.1253
FBtr0085538	86	48	66	158	69	45
FBtr0334511	1926.47	775.251	1083.51	1067.54	766.248	534.155
FBtr0306257	1353.94	494.3	553.677	1708.48	525.264	442.166
FBtr0334512	380.787	91.1943	169.625	476.597	129.077	43.934
FBtr0306256	1663.34	1133.76	1096.35	3679.86	1192.95	1238.02
FBtr0334510	2308.47	1720.04	2042.83	2378.52	1692.46	1474.73
FBtr0340071	172	151.18	146	104	77.8242	129
FBtr0112384	152	2.82013	0	232	11.1758	0
FBtr0079773	2	0	0	0	1	1
FBtr0086889	31.4647	5.3061	2.0472	8.1499	4.15785	6.36231
FBtr0086057	971	508	574	876	372	411
FBtr0071909	38	26	0	63	27	23
FBtr0305132	5.42327e-8	2.91162e-8	22	2.18754e-8	0	6.64811e-8
FBtr0070930	1474.22	1136	1387.59	1840.69	1027	1009.61
FBtr0340028	465.015	0	37.41	195.306	0	9.3852
FBtr0083127	973.696	415.086	226.572	1330.01	342.331	181.281
FBtr0083126	4161.3	1859.56	2338.43	5457.99	1867.67	2011.72
FBtr0076016	133	31	35	84	32	34
FBtr0088726	6	4	1	5	4	3
FBtr0078011	619	403	511	647	359	374
FBtr0075143	2	0	0	1	0	1
FBtr0072832	79.8426	51.5113	79.9941	236.552	37.6177	110.84
FBtr0072833	283.698	85.7249	146.006	240.328	50.9776	56.9706
FBtr0303152	43.4591	55.7639	0	107.119	111.405	54.1889
FBtr0302518	2	0	0	0	4	0
FBtr0344474	0	0	0	1	0	1
FBtr0083532	0	0	0	0	0	0
FBtr0346161	0	0	0	0	0	0
FBtr0072607	179.103	66.0146	86.2535	210.259	70.8704	68.6367
FBtr0075275	504	308	389	335	174	205
FBtr0332087	0	0	0	0	0	0.999871
FBtr0075980	0	0	0	0	0	1.28894e-4
FBtr0088124	0.318325	0.317836	0.318234	0.640309	0.639426	2
FBtr0300239	2.47841	7.25385	7.48281	0.00125247	1.5648	11.7838
FBtr0300238	131.408	5.249	32.9774	24.7838	21.9767	16.8123
FBtr0300237	45.5572	4.68162	0	71.0656	10.5543	4.03064
FBtr0078305	1317.84	619.604	749.605	1332.39	468.058	547.843
FBtr0307160	69.1621	16.396	26.3952	58.6112	11.9416	24.1568
FBtr0071714	0	0	0	0	0	0
FBtr0071921	0	0	2	0	0	1
FBtr0334605	102.17	18.1195	4.5013	17.7687	4.51491	0
FBtr0084336	368.83	256.881	379.499	502.231	248.485	282
FBtr0075701	1	1	3	8	0	1
FBtr0305078	3	2	4	7	2	2
FBtr0087949	0	0	0	0	0	0
FBtr0086540	429.749	370.445	357.877	409.972	247.679	365.6
FBtr0086541	515.251	84.5552	140.123	400.028	76.3206	120.4
FBtr0075679	623	242	284	417.943	159	162
FBtr0333032	3.2679e-6	0	0	0.0574481	0	1.01292e-4
FBtr0083588	0	1	0	1	1	2
FBtr0346323	0	0	0	0	0	0
FBtr0074661	403.34	160.685	192.076	367.289	132.47	156.816
FBtr0083991	6288	4203	5391	5985	3858	4249
FBtr0100832	2	0.5	1.5	2.5	1.5	1.5
FBtr0112370	0	0	0	0	0	0
FBtr0112371	0	0	0	0	0	0
FBtr0112369	0	0	0	0	0	0
FBtr0070230	855	538	671	920	558	537
FBtr0075709	3	1	4	3	2	1
FBtr0081177	406	167	218	371	143	157
FBtr0081675	17	14	19	28	19	10
FBtr0079256	151.917	10.8618	8.0969	21.3217	5.40485	0
FBtr0343151	12.0829	45.1711	65.9196	91.6783	34.6055	55
FBtr0077591	1	0	0	4	1	0
FBtr0343237	0	0	0	0	0	0
FBtr0080264	62	17	34	44	21	20
FBtr0079561	2	0	5	5	3	0
FBtr0329938	0	0	0	0	0	0
FBtr0330616	0	0	0	0	0	0
FBtr0329872	0	0	0	0	0	0
FBtr0303083	0	0	0	0	0	0
FBtr0329869	0	0	0	0	0	0
FBtr0303081	0	0	0	0	0	0
FBtr0303082	0	0	0	0	0	0
FBtr0303080	0	0	0	0	0	0
FBtr0305946	2.00139	0	0	2.00037	1.00021	1.00023
FBtr0084624	0	1	0	0	0	0
FBtr0433500	3730	126	78	357	89	97
FBtr0073505	843	437	446	607	249	298
FBtr0302966	0	0	2.4268	3.97135	0	2.4187
FBtr0071329	0	0	0	0	0	0
FBtr0302965	11	6	2.5732	11.0287	6.60697	2.5813
FBtr0075615	0	0	0	0	0	0
FBtr0331409	0	0	0	0	0	0
FBtr0290225	0	0	0	0	0	0
FBtr0346535	0	0	0	0	0	0
FBtr0088160	0	0	0	0	0	0
FBtr0089214	137.687	21.1628	0	101.481	8.14626e-4	1.09329e-6
FBtr0345298	64.0812	23.271	42.3277	60.6494	42.9325	0.0269907
FBtr0309882	56.9792	0.685012	0	0	0	32.5121
FBtr0089210	519.954	82.1297	46.5842	465.732	80.4621	70.8627
FBtr0089211	278.299	76.7514	127.683	275.137	117.103	78.1366
FBtr0086297	399	163	250.722	347	160.613	213.079
FBtr0075304	0	0	0	0	0	0
FBtr0305577	0	0	0	0	0	0
FBtr0075306	0	0	0	0	0	0
FBtr0113173	0	0	0	0	0	0
FBtr0075303	0	0	0	0	0	0
FBtr0075301	0	1	0	2	0	0
FBtr0075305	0	0	0	0	0	0
FBtr0075300	0	0	1	2	1	0
FBtr0075302	3	0	1	0	0	0
FBtr0113174	0	0	0	0	0	0
FBtr0083901	0	0	0	2	0	0
FBtr0344245	0	0	0	0	0	0
FBtr0077049	15.8545	9.95117	18.9511	34.6378	13.9477	15.7711
FBtr0345594	8.22129	4.13756	4.12879	8.22129	4.13297	0
FBtr0392900	302.655	14.9348	14.7645	312.264	4.94854	9.99015
FBtr0083323	291.969	188.025	206.297	375.293	168.563	182.455
FBtr0345208	16.9539	0	0	4.23058	0	0
FBtr0332177	43.4219	5.04011	4.93832	10.213	2.4884	2.5551
FBtr0083336	1076.12	0	0	1038.36	0	0
FBtr0333728	763.879	621.771	732	333.638	459.845	499.87
FBtr0084435	38	20	38	47	21	27
FBtr0070836	10	5	5	6	10	1
FBtr0072878	334	177	224	346	145	173
FBtr0333810	74.2405	0	10.9636	30.5696	4.38964	6.59537
FBtr0078792	923.859	535.687	624.916	1342.56	562.458	541.994
FBtr0309312	375.9	21.3125	47.1205	188.867	40.1528	44.4104
FBtr0088195	0	0	0	0	0	0
FBtr0073519	2191	1799.49	2080.33	2123.14	1103.92	1256.8
FBtr0073518	1587.15	128.195	97.6527	1140.06	90.3076	75.4955
FBtr0073287	226.792	138.994	161.033	249	115.414	144
FBtr0306092	37.2075	29.0059	8.96703	0	22.5865	0
FBtr0303830	0	0	0	0	0	0
FBtr0343529	133.59	1028.73	1204.8	1184.37	827.243	842.182
FBtr0301793	1113.23	59.9363	112.823	865.336	100.843	6.12355e-8
FBtr0343528	0	0	0	23.4855	27.7098	0
FBtr0301796	8.64199e-4	0.116624	0.00469213	144.275	51.8929	133.829
FBtr0070725	61.4067	0	0	73.9721	78.3461	0
FBtr0070724	1134.34	305.074	423.368	186.529	3.67092e-5	98.9357
FBtr0301794	284.429	0.141154	0.00568133	0.0310009	54.9657	0.0530954
FBtr0091810	2.61111	1.55556	1.61111	0.888889	1.38232	2.5
FBtr0110781	23.684	2.14598	14	13	10	10.9685
FBtr0303390	6	0	1	0	1	2
FBtr0342958	48.2812	0	0	225.168	0	0
FBtr0300625	292.219	136.5	172.5	122.832	112.5	133.491
FBtr0078848	0	0	0	0	0	0
FBtr0305965	1	2	0	1	1	3
FBtr0086029	49514.8	26996.4	32891.9	35638.5	15489.8	16028.1
FBtr0081873	35.6258	169.656	217.715	51.0123	85.3818	127.942
FBtr0339327	435.374	13.3443	3.28455	231.988	6.6182	10.0577
FBtr0344754	1391.89	10.4155	15.5532	416.025	10.391	15.6439
FBtr0333672	1487.71	40.1765	54.1504	1607.45	9.96621	33.8042
FBtr0089186	7909.4	4497.41	5164.3	6506.52	3752.64	4907.24
FBtr0334986	286.099	3.01307	0	151.119	5.99929	4.53156
FBtr0111266	887.901	201.987	214	776.881	230.001	274.468
FBtr0345127	67.9076	0.00149517	6.49838e-5	108.298	216.155	0.116611
FBtr0340396	105.88	45.8858	0	268.675	67.3428	3.76422e-6
FBtr0301451	166.431	45.6812	59.7614	132.102	33.8965	20.4858
FBtr0073808	1284.89	788.625	1050.38	1438.85	651.606	529.06
FBtr0301449	732.549	120.169	88.0353	949.644	114.712	151.87
FBtr0301450	2.05847e-6	40.7025	44.7867	386.067	288.836	331.547
FBtr0112980	0	32.3087	2.643	0	0.00644321	101.516
FBtr0304676	470.657	184.347	112.35	356.436	67.2804	4.02838
FBtr0339481	6.40619e-4	4.43479	59.6499	69.3437	85.9548	182.183
FBtr0088118	67.3428	0	0	61.2207	0	0
FBtr0084390	22.3627	0	6.00178	26.5339	11.1518	5.00748
FBtr0110801	13.8468	7	0	19.6089	6.89676	0
FBtr0333562	0	0	0	0	0	0
FBtr0290260	0	0	0	4	0	0
FBtr0082512	311.981	6.43657	7.75037	9.9434	3.38389	5.69691
FBtr0083882	626.192	297.932	362.886	908.722	286.079	330.66
FBtr0344243	164.808	19.068	26.1142	68.2777	30.921	45.3399
FBtr0077469	9	1	1	6	1	6
FBtr0071131	289.301	74.0704	73.5399	325.989	86.0914	136.084
FBtr0331433	65.699	128.93	146.46	72.0105	92.9086	97.916
FBtr0083662	13	13	7	16	4	6
FBtr0340127	0	0	0	0	0	0
FBtr0086984	6	0	1	3	1	0
FBtr0082487	1702	810	1126	1423	662	774
FBtr0114604	3111.97	516.871	567.255	2596.17	527.388	465.048
FBtr0082817	1162.06	1140.24	1194.33	2385.01	1179.07	1053.87
FBtr0344783	151.963	87.8856	165.412	112.822	111.543	115.086
FBtr0073675	159	77	72	137	65	64
