target_id	length	eff_length	est_counts	tpm
FBtr0303393	872	698.781	0	0
FBtr0303392	767	593.781	0	0
FBtr0346078	750	576.781	0	0
FBtr0345862	928	754.781	0	0
FBtr0076144	312	138.808	0	0
FBtr0087575	865	691.781	57.6485	12.2758
FBtr0339970	553	379.781	22321.4	8658.02
FBtr0082316	681	507.781	0	0
FBtr0082735	419	245.808	14.8928	8.92505
FBtr0335222	487	313.781	3.10724	1.45875
FBtr0339797	5650	5476.78	137.5	3.69835
FBtr0080968	3449	3275.78	1206.47	54.2544
FBtr0080969	4427	4253.78	266.026	9.21257
FBtr0086560	1092	918.781	271	43.4499
FBtr0088111	1359	1185.78	0	0
FBtr0075624	1440	1266.78	356.974	41.5113
FBtr0309064	1500	1326.78	11.0264	1.22424
FBtr0344375	3543	3369.78	0	0
FBtr0344374	6178	6004.78	1278.81	31.3718
FBtr0344376	5978	5804.78	16.1793	0.410589
FBtr0344373	4704	4530.78	471.658	15.3351
FBtr0075332	3191	3017.78	353.28	17.245
FBtr0075333	2482	2308.78	160.72	10.2546
FBtr0344230	3124	2950.78	0	0
FBtr0083393	3767	3593.78	0.29965	0.0122827
FBtr0083394	3550	3376.78	84.8265	3.7005
FBtr0100160	3751	3577.78	70.8739	2.91813
FBtr0083115	2665	2491.78	204	12.0601
FBtr0070311	2543	2369.78	1269.15	78.8927
FBtr0070566	1106	932.781	0	0
FBtr0076976	2821	2647.78	0	0
FBtr0076977	2505	2331.78	503	31.7769
FBtr0302998	325	151.808	2	1.94074
FBtr0089004	574	400.781	0	0
FBtr0300247	635	461.781	88.7341	28.3065
FBtr0100283	1449	1275.78	10.0369	1.15892
FBtr0079562	1977	1803.78	0	0
FBtr0343420	1886	1712.78	3	0.258019
FBtr0071197	1877	1703.78	987.474	85.3775
FBtr0112961	1969	1795.78	0.000933844	7.66042e-05
FBtr0339438	2394	2220.78	283.117	18.7799
FBtr0112962	2040	1866.78	23.1184	1.8243
FBtr0100003	1033	859.781	1	0.171334
FBtr0333174	1529	1355.78	0	0
FBtr0072454	1202	1028.78	0	0
FBtr0075485	1500	1326.78	1	0.111028
FBtr0347576	3026	2852.78	0	0
FBtr0347577	3112	2938.78	0	0
FBtr0081887	2837	2663.78	482	26.6551
FBtr0343288	2113	1939.78	0	0
FBtr0072201	2107	1933.78	161	12.2645
FBtr0091449	1405	1231.78	34	4.06609
FBtr0346269	868	694.781	0	0
FBtr0073467	842	668.781	0	0
FBtr0075865	1845	1671.78	19.1195	1.68472
FBtr0075864	1611	1437.78	253.881	26.0117
FBtr0333592	7145	6971.78	3.72272e-08	7.86591e-10
FBtr0302646	7556	7382.78	0	0
FBtr0306206	7036	6862.78	9.00048	0.193196
FBtr0333591	7662	7488.78	0	0
FBtr0333593	6976	6802.78	0	0
FBtr0333594	7256	7082.78	0	0
FBtr0306207	6867	6693.78	0	0
FBtr0084029	1038	864.781	70	11.924
FBtr0302644	3999	3825.78	475.805	18.3206
FBtr0310576	4065	3891.78	0	0
FBtr0302645	4068	3894.78	332.195	12.5644
FBtr0077767	1869	1695.78	202.997	17.634
FBtr0330685	1806	1632.78	0.00293516	0.00026481
FBtr0083745	1178	1004.78	403.403	59.1425
FBtr0344554	3395	3221.78	0	0
FBtr0310064	3491	3317.78	107.597	4.7773
FBtr0080952	606	432.781	0	0
FBtr0340237	657	483.781	0	0
FBtr0303334	1746	1572.78	111.881	10.479
FBtr0073551	1763	1589.78	412.887	38.2583
FBtr0303335	1740	1566.78	3.63867e-06	3.4211e-07
FBtr0332954	1964	1790.78	11.2317	0.923924
FBtr0300348	2651	2477.78	0	0
FBtr0300347	2462	2288.78	3	0.193085
FBtr0300349	2577	2403.78	0	0
FBtr0074584	841	667.781	0	0
FBtr0346294	904	730.781	0	0
FBtr0082745	2752	2578.78	0	0
FBtr0343668	570	396.781	0	0
FBtr0080555	514	340.781	0	0
FBtr0335040	2530	2356.78	0	0
FBtr0335042	4255	4081.78	0	0
FBtr0335041	4635	4461.78	0	0
FBtr0306678	1920	1746.78	0	0
FBtr0080129	599	425.781	0	0
FBtr0336850	943	769.781	0	0
FBtr0088533	1039	865.781	24.8135	4.22194
FBtr0086999	614	440.781	0	0
FBtr0307019	494	320.781	0	0
FBtr0307020	624	450.781	0	0
FBtr0087956	751	577.781	0	0
FBtr0305318	2057	1883.78	0	0
FBtr0305319	2126	1952.78	0	0
FBtr0330264	4330	4156.78	738.265	26.163
FBtr0330262	2805	2631.78	150.324	8.41416
FBtr0345897	2425	2251.78	11.9554	0.782116
FBtr0330268	7387	7213.78	341.483	6.97329
FBtr0345898	7668	7494.78	80.0155	1.5727
FBtr0330261	2469	2295.78	0	0
FBtr0330266	5815	5641.78	0	0
FBtr0330263	4382	4208.78	57.3198	2.00623
FBtr0330265	4258	4084.78	0	0
FBtr0330267	5533	5359.78	0	0
FBtr0345896	2393	2219.78	0	0
FBtr0089103	2705	2531.78	280	16.2916
FBtr0089796	7272	7098.78	15	0.311271
FBtr0331182	7272	7098.78	15	0.311271
FBtr0306301	2536	2362.78	205.059	12.7846
FBtr0081806	2815	2641.78	139.941	7.80333
FBtr0077459	5748	5574.78	2	0.0528486
FBtr0331436	6283	6109.78	0	0
FBtr0070513	3831	3657.78	0	0
FBtr0333314	7521	7347.78	0	0
FBtr0333312	10159	9985.78	11.0902	0.163602
FBtr0333315	9576	9402.78	7.22098e-07	1.13128e-08
FBtr0333316	8691	8517.78	0	0
FBtr0333313	8328	8154.78	20.9206	0.377915
FBtr0070522	2167	1993.78	19.9194	1.47174
FBtr0070518	2386	2212.78	19.3665	1.28927
FBtr0070512	3792	3618.78	182.537	7.43054
FBtr0070519	11128	10954.8	71.1215	0.956377
FBtr0070517	2841	2667.78	52.1188	2.8779
FBtr0333317	9456	9282.78	4.91939	0.0780665
FBtr0070509	4093	3919.78	26.458	0.994323
FBtr0070515	3828	3654.78	104.342	4.20561
FBtr0070511	3834	3660.78	25.1342	1.0114
FBtr0070520	2604	2430.78	49.1272	2.9772
FBtr0070521	2435	2261.78	0	0
FBtr0088034	1295	1121.78	18	2.36372
FBtr0089548	2506	2332.78	507	32.0159
FBtr0330162	5957	5783.78	103.852	2.64507
FBtr0345384	5957	5783.78	103.852	2.64507
FBtr0075196	4147	3973.78	654.295	24.255
FBtr0091854	493	319.781	2.09013	0.962836
FBtr0309996	3175	3001.78	60.2047	2.95449
FBtr0082930	4183	4009.78	129.584	4.76062
FBtr0082929	3311	3137.78	442.994	20.7973
FBtr0111129	1079	905.781	122.758	19.9644
FBtr0111132	1024	850.781	65967.2	11422
FBtr0344793	3835	3661.78	55.8003	2.24479
FBtr0332633	1945	1771.78	725.262	60.2999
FBtr0087976	1304	1130.78	535	69.6958
FBtr0336767	8317	8143.78	0.589177	0.0106574
FBtr0085351	8441	8267.78	1749.71	31.1751
FBtr0445314	8441	8267.78	1749.71	31.1751
FBtr0082757	1844	1670.78	0	0
FBtr0302999	373	199.808	2	1.47451
FBtr0081133	2859	2685.78	103	5.64935
FBtr0300118	5645	5471.78	0	0
FBtr0308331	1509	1335.78	6.83839	0.754137
FBtr0332872	2281	2107.78	0	0
FBtr0346707	5645	5471.78	0	0
FBtr0308332	2354	2180.78	0.253102	0.0170968
FBtr0308330	5464	5290.78	11.9085	0.331566
FBtr0082853	1515	1341.78	7	0.768507
FBtr0085342	3224	3050.78	551	26.6055
FBtr0089894	729	555.781	167	44.2633
FBtr0078681	1639	1465.78	112.809	11.3372
FBtr0078680	1595	1421.78	251.191	26.0257
FBtr0082280	740	566.781	2	0.519812
FBtr0332755	4525	4351.78	0	0
FBtr0332756	4445	4271.78	1	0.0344844
FBtr0113181	4516	4342.78	0	0
FBtr0085094	1143	969.781	9067.94	1377.42
FBtr0334309	1131	957.781	50.0608	7.69952
FBtr0088947	1515	1341.78	1975	216.829
FBtr0086032	4626	4452.78	736	24.3488
FBtr0084598	2248	2074.78	1504.5	106.82
FBtr0334869	2700	2526.78	413.677	24.1171
FBtr0073578	1083	909.781	670.32	108.537
FBtr0073577	1458	1284.78	82.2961	9.43587
FBtr0073576	1097	923.781	2873.34	458.194
FBtr0073575	1151	977.781	44.909	6.76587
FBtr0345060	1519	1345.78	1	0.10946
FBtr0074521	1160	986.781	0	0
FBtr0074520	1160	986.781	1.12041	0.167258
FBtr0308235	1212	1038.78	0	0
FBtr0074524	1343	1169.78	0	0
FBtr0308237	1039	865.781	0	0
FBtr0336895	1159	985.781	3.87959	0.579745
FBtr0336896	1345	1171.78	0	0
FBtr0308236	1029	855.781	0	0
FBtr0074522	1160	986.781	0	0
FBtr0074525	1129	955.781	0	0
FBtr0336897	1347	1173.78	0	0
FBtr0074523	1257	1083.78	0	0
FBtr0074526	1129	955.781	0	0
FBtr0114456	2089	1915.78	15	1.15339
FBtr0331656	2526	2352.78	1380.53	86.4365
FBtr0331655	2527	2353.78	0	0
FBtr0331657	4020	3846.78	105.644	4.04555
FBtr0070313	1019	845.781	3.39671	0.591606
FBtr0331384	770	596.781	312.827	77.2185
FBtr0082744	3002	2828.78	321.679	16.7516
FBtr0082742	3273	3099.78	0	0
FBtr0082743	3635	3461.78	5.32101	0.226426
FBtr0083718	1661	1487.78	225	22.2779
FBtr0344523	1768	1594.78	6	0.55422
FBtr0085630	4026	3852.78	0	0
FBtr0303200	4135	3961.78	0	0
FBtr0344524	2233	2059.78	0	0
FBtr0100007	1163	989.781	0	0
FBtr0084264	2005	1831.78	0	0
FBtr0300579	523	349.781	0	0
FBtr0072304	910	736.781	12.1447	2.42818
FBtr0072303	686	512.781	62.0264	17.8187
FBtr0300489	728	554.781	7.13308	1.89403
FBtr0300488	733	559.781	50.6958	13.3409
FBtr0333809	2403	2229.78	149.316	9.8645
FBtr0071350	1955	1781.78	800.684	66.197
FBtr0089394	1090	916.781	553.064	88.8671
FBtr0346639	1148	974.781	0	0
FBtr0083324	966	792.781	8	1.48651
FBtr0345202	1086	912.781	0	0
FBtr0076041	1514	1340.78	0	0
FBtr0330240	11368	11194.8	0	0
FBtr0308345	12929	12755.8	74.2128	0.857045
FBtr0308346	11335	11161.8	0	0
FBtr0308347	11512	11338.8	26.0718	0.338716
FBtr0333815	12573	12399.8	6.34919	0.0754285
FBtr0308342	11631	11457.8	0	0
FBtr0333816	12475	12301.8	6.07402	0.0727344
FBtr0308343	11368	11194.8	0	0
FBtr0333817	11475	11301.8	0	0
FBtr0308344	10469	10295.8	213.292	3.05174
FBtr0076832	1573	1399.78	2	0.210475
FBtr0072376	519	345.781	0	0
FBtr0112492	420	246.808	0	0
FBtr0077310	875	701.781	286.159	60.0671
FBtr0300210	978	804.781	0	0
FBtr0340044	1369	1195.78	4.84122	0.596396
FBtr0074701	734	560.781	19	4.99105
FBtr0344404	4933	4759.78	197.185	6.10266
FBtr0344408	5917	5743.78	6.91666	0.17739
FBtr0344403	4973	4799.78	1.41554e-08	4.34443e-10
FBtr0344406	5188	5014.78	16.5324	0.485641
FBtr0344407	5224	5050.78	0.00258697	7.5451e-05
FBtr0344409	6723	6549.78	1.44641e-06	3.25308e-08
FBtr0344405	7092	6918.78	14.3632	0.305811
FBtr0075685	616	442.781	0	0
FBtr0302886	954	780.781	0	0
FBtr0302887	933	759.781	82	15.8985
FBtr0075673	627	453.781	0	0
FBtr0336701	1868	1694.78	15.3595	1.33505
FBtr0074671	1940	1766.78	697.64	58.1675
FBtr0091824	493	319.781	2.68731	1.23793
FBtr0082826	2122	1948.78	2	0.151181
FBtr0087217	1977	1803.78	232.855	19.0167
FBtr0087212	2028	1854.78	1562.91	124.129
FBtr0087216	1971	1797.78	55.665	4.56118
FBtr0087214	1170	996.781	3637.77	537.61
FBtr0087211	1288	1114.78	508.783	67.2318
FBtr0087213	1899	1725.78	0.00980868	0.000837253
FBtr0074703	634	460.781	1	0.319696
FBtr0084548	712	538.781	1	0.273413
FBtr0344827	2611	2437.78	30.0227	1.81421
FBtr0070798	2614	2440.78	57.9773	3.49913
FBtr0073098	656	482.781	14.3558	4.38035
FBtr0306567	851	677.781	23.5213	5.11216
FBtr0302301	624	450.781	30.6463	10.0148
FBtr0302300	650	476.781	14.4365	4.4604
FBtr0073095	887	713.781	24.3136	5.01783
FBtr0073097	547	373.781	15833.7	6240.18
FBtr0077218	643	469.781	0	0
FBtr0452144	7393	7219.78	121	2.46884
FBtr0076427	2772	2598.78	868.631	49.2377
FBtr0333865	2532	2358.78	178.369	11.1394
FBtr0333864	3122	2948.78	0	0
FBtr0308305	904	730.781	0	0
FBtr0306155	1513	1339.78	0	0
FBtr0075561	1601	1427.78	45.0869	4.65179
FBtr0331934	1226	1052.78	210.201	29.4123
FBtr0306154	1487	1313.78	32.5794	3.65301
FBtr0306156	1472	1298.78	11.1325	1.26267
FBtr0071489	6215	6041.78	1176.14	28.6764
FBtr0308583	6218	6044.78	203.167	4.95112
FBtr0308584	4309	4135.78	242.713	8.64506
FBtr0308582	4431	4257.78	171.981	5.95016
FBtr0079215	2285	2111.78	120.275	8.38991
FBtr0078040	896	722.781	0	0
FBtr0347597	3359	3185.78	3.23505	0.149588
FBtr0347596	2967	2793.78	0	0
FBtr0084954	1013	839.781	7	1.2279
FBtr0087135	5159	4985.78	1.0311e-05	3.04647e-07
FBtr0345872	5479	5305.78	0	0
FBtr0344885	5106	4932.78	4.99999	0.149317
FBtr0088600	1195	1021.78	267	38.4933
FBtr0083042	756	582.781	1	0.25277
FBtr0346711	3076	2902.78	773.314	39.244
FBtr0081461	3340	3166.78	60.7506	2.82595
FBtr0302290	2228	2054.78	395.086	28.3242
FBtr0072252	2911	2737.78	0	0
FBtr0084452	1627	1453.78	752	76.1992
FBtr0079977	790	616.781	246.814	58.9481
FBtr0333409	854	680.781	53.186	11.5086
FBtr0343812	2787	2613.78	0	0
FBtr0080828	1814	1640.78	6	0.538682
FBtr0080275	1814	1640.78	0	0
FBtr0088215	2003	1829.78	0	0
FBtr0086601	1597	1423.78	488	50.4903
FBtr0071158	1586	1412.78	176	18.3514
FBtr0303407	2132	1958.78	17.7597	1.33562
FBtr0433512	2455	2281.78	0	0
FBtr0088794	1818	1644.78	8	0.716496
FBtr0081048	909	735.781	0	0
FBtr0329926	906	732.781	0	0
FBtr0074343	639	465.781	0	0
FBtr0087032	447	273.781	0	0
FBtr0346117	3950	3776.78	0	0
FBtr0100473	3845	3671.78	319	12.7981
FBtr0332188	3043	2869.78	5.89883	0.302795
FBtr0079786	2070	1896.78	2.10117	0.163183
FBtr0308567	1389	1215.78	184.994	22.4148
FBtr0300707	1524	1350.78	10.0058	1.09118
FBtr0306816	342	168.808	0	0
FBtr0345359	3393	3219.78	4.24773	0.19434
FBtr0086072	2635	2461.78	970.752	58.0886
FBtr0076623	825	651.781	2	0.452022
FBtr0303197	513	339.781	0	0
FBtr0083734	987	813.781	0	0
FBtr0305180	8146	7972.78	0.280025	0.0051739
FBtr0345713	10482	10308.8	0.537933	0.00768692
FBtr0305181	6752	6578.78	990.22	22.1727
FBtr0301124	8145	7971.78	124.744	2.30513
FBtr0070643	7079	6905.78	116.907	2.49379
FBtr0305182	6722	6548.78	1517.18	34.1278
FBtr0305184	5573	5399.78	425.718	11.6139
FBtr0305185	6082	5908.78	77.5203	1.93263
FBtr0300931	9329	9155.78	49.6752	0.799237
FBtr0305183	9545	9371.78	225.138	3.53882
FBtr0305179	8130	7956.78	161.674	2.99319
FBtr0075546	620	446.781	0	0
FBtr0081178	1440	1266.78	66	7.67492
FBtr0091858	529	355.781	1.55556	0.644071
FBtr0087871	1210	1036.78	81	11.5088
FBtr0071048	3194	3020.78	191.943	9.36017
FBtr0304817	416	242.808	0	0
FBtr0074982	2673	2499.78	0	0
FBtr0303992	3377	3203.78	0	0
FBtr0077592	3341	3167.78	237	11.0211
FBtr0347364	3392	3218.78	45	2.05946
FBtr0082139	3431	3257.78	1.76158e-05	7.9655e-07
FBtr0082912	2683	2509.78	3	0.176083
FBtr0301438	3715	3541.78	4.64801	0.19332
FBtr0332705	2953	2779.78	4.35199	0.230627
FBtr0077311	332	158.808	1	0.927597
FBtr0073767	4823	4649.78	2.18426	0.0691995
FBtr0331598	4820	4646.78	4.81574	0.152666
FBtr0110942	2184	2010.78	58.396	4.27809
FBtr0080536	2237	2063.78	23.604	1.68482
FBtr0301711	3083	2909.78	0.220349	0.0111553
FBtr0337045	3080	2906.78	0.779651	0.0395111
FBtr0080516	488	314.781	2	0.93595
FBtr0335250	2734	2560.78	5.3461	0.307536
FBtr0074448	2360	2186.78	0	0
FBtr0335248	2707	2533.78	0	0
FBtr0335249	2713	2539.78	0	0
FBtr0335251	2611	2437.78	6.8477	0.413792
FBtr0074449	2255	2081.78	2.8062	0.198571
FBtr0079768	3378	3204.78	1	0.0459656
FBtr0073920	1156	982.781	20	2.99781
FBtr0346026	641	467.781	8.94523	2.81696
FBtr0301271	822	648.781	36.2021	8.21991
FBtr0301272	1472	1298.78	0	0
FBtr0077259	4454	4280.78	70.3212	2.41988
FBtr0340040	4775	4601.78	71.6788	2.29455
FBtr0339290	5082	4908.78	0	0
FBtr0088602	4872	4698.78	34.0345	1.067
FBtr0088605	3617	3443.78	16.9046	0.723104
FBtr0339293	4485	4311.78	0.0309883	0.0010587
FBtr0088601	5747	5573.78	302.077	7.98361
FBtr0302603	4970	4796.78	14.8652	0.456511
FBtr0112897	6552	6378.78	0	0
FBtr0302604	6111	5937.78	0	0
FBtr0088603	5869	5695.78	23.5671	0.609515
FBtr0301511	5901	5727.78	3.57889e-06	9.20437e-08
FBtr0339291	4152	3978.78	441.39	16.342
FBtr0433506	4490	4316.78	61.0076	2.08188
FBtr0088604	6520	6346.78	0	0
FBtr0306585	4562	4388.78	83.0073	2.78615
FBtr0308206	4431	4257.78	0	0
FBtr0339292	4491	4317.78	130.116	4.43917
FBtr0308230	1477	1303.78	0	0
FBtr0308231	1714	1540.78	0	0
FBtr0072912	1533	1359.78	66	7.15001
FBtr0085326	4103	3929.78	299	11.2082
FBtr0336764	4091	3917.78	0.000377175	1.41819e-05
FBtr0300094	607	433.781	0	0
FBtr0081713	837	663.781	2	0.44385
FBtr0077698	1363	1189.78	0	0
FBtr0091807	529	355.781	1.55556	0.644071
FBtr0345512	3540	3366.78	0	0
FBtr0307181	2880	2706.78	7.05129	0.383749
FBtr0112731	795	621.781	137	32.4575
FBtr0332760	1062	888.781	0	0
FBtr0300199	1043	869.781	55	9.31503
FBtr0081289	928	754.781	5.71804	1.11598
FBtr0343854	796	622.781	164.282	38.8585
FBtr0085627	2529	2355.78	64.0545	4.0054
FBtr0339142	2198	2024.78	832.946	60.5997
FBtr0089259	3915	3741.78	274.283	10.7982
FBtr0089262	2903	2729.78	378.517	20.4263
FBtr0339766	2359	2185.78	34.0661	2.29587
FBtr0089260	3990	3816.78	3.78491e-07	1.4608e-08
FBtr0089261	4511	4337.78	0	0
FBtr0289960	2205	2031.78	324.245	23.5087
FBtr0089263	4240	4066.78	109.888	3.98045
FBtr0075148	4536	4362.78	302.209	10.2041
FBtr0075150	6077	5903.78	34.5248	0.861455
FBtr0347013	3876	3702.78	0	0
FBtr0306814	8236	8062.78	37.3136	0.681732
FBtr0306813	5849	5675.78	296.721	7.70113
FBtr0075149	5769	5595.78	142.476	3.75072
FBtr0075151	3750	3576.78	1512.75	62.3029
FBtr0330157	3257	3083.78	138.678	6.62452
FBtr0078185	3257	3083.78	138.678	6.62452
FBtr0330158	2974	2800.78	233.645	12.2888
FBtr0333121	4338	4164.78	149.982	5.30491
FBtr0075182	3823	3649.78	452.018	18.244
FBtr0076510	1531	1357.78	1061	115.111
FBtr0071830	1710	1536.78	4	0.383424
FBtr0078414	2349	2175.78	2.91204	0.197158
FBtr0333126	2705	2531.78	1016.33	59.1343
FBtr0078413	3454	3280.78	8.76054	0.393356
FBtr0336964	1980	1806.78	0	0
FBtr0076066	962	788.781	0	0
FBtr0086744	2291	2117.78	42.3556	2.9462
FBtr0340288	2241	2067.78	430.644	30.6793
FBtr0343509	635	461.781	0	0
FBtr0343510	718	544.781	0	0
FBtr0072404	546	372.781	5	1.97582
FBtr0084382	1795	1621.78	4	0.363328
FBtr0078990	1318	1144.78	1.01681	0.130842
FBtr0301716	1644	1470.78	0	0
FBtr0083240	1648	1474.78	284	28.3676
FBtr0304800	2769	2595.78	19	1.07824
FBtr0301301	5478	5304.78	563.581	15.6502
FBtr0074262	5550	5376.78	798.455	21.8756
FBtr0074267	5774	5600.78	47.2693	1.24326
FBtr0074263	5593	5419.78	167.828	4.56156
FBtr0074264	5770	5596.78	24.0233	0.632304
FBtr0074266	5653	5479.78	164.109	4.41166
FBtr0074265	5659	5485.78	6.1006e-05	1.6382e-06
FBtr0074261	5559	5385.78	542.762	14.8454
FBtr0301300	5601	5427.78	160.972	4.36877
FBtr0072056	1052	878.781	0	0
FBtr0303787	7305	7131.78	208.997	4.31692
FBtr0334322	8396	8222.78	178.94	3.20569
FBtr0303789	8391	8217.78	1895.32	33.975
FBtr0303790	10196	10022.8	12.3506	0.181523
FBtr0303788	7691	7517.78	117.394	2.30032
FBtr0081072	2656	2482.78	662	39.2782
FBtr0340498	500	326.781	1	0.45079
FBtr0347283	774	600.781	0	0
FBtr0306284	372	198.808	1	0.740965
FBtr0071976	1173	999.781	0	0
FBtr0086524	2738	2564.78	0	0
FBtr0334007	2732	2558.78	0	0
FBtr0304738	398	224.808	0	0
FBtr0112495	669	495.781	0	0
FBtr0075911	3892	3718.78	3	0.118837
FBtr0330077	3892	3718.78	3	0.118837
FBtr0075912	3019	2845.78	0	0
FBtr0273344	1785	1611.78	0	0
FBtr0299656	2728	2554.78	127.297	7.33998
FBtr0346622	5139	4965.78	197.899	5.87067
FBtr0300522	2832	2658.78	44.3075	2.45486
FBtr0300523	7023	6849.78	40.0294	0.860862
FBtr0299652	3668	3494.78	154.146	6.49745
FBtr0299658	5921	5747.78	314.603	8.06295
FBtr0339528	3490	3316.78	695.033	30.8689
FBtr0300524	2106	1932.78	17.5754	1.33953
FBtr0300521	5938	5764.78	1644.6	42.0252
FBtr0299657	1754	1580.78	727.967	67.8378
FBtr0071990	1062	888.781	1	0.165744
FBtr0088250	3539	3365.78	0	0
FBtr0088249	3142	2968.78	15	0.744294
FBtr0077113	818	644.781	284.635	65.029
FBtr0083836	1141	967.781	0	0
FBtr0083837	1006	832.781	1076	190.333
FBtr0112379	353	179.808	111	90.9381
FBtr0081549	1836	1662.78	1	0.0885924
FBtr0343034	4879	4705.78	0	0
FBtr0071463	5139	4965.78	0	0
FBtr0075791	1940	1766.78	162	13.5072
FBtr0333030	1904	1730.78	3.76038e-08	3.20053e-09
FBtr0088558	8117	7943.78	3	0.0556321
FBtr0070251	2159	1985.78	0	0
FBtr0077381	1403	1229.78	30.3742	3.63838
FBtr0077382	1506	1332.78	35.6258	3.93766
FBtr0340387	5600	5426.78	7.90295	0.214525
FBtr0310055	6170	5996.78	17.1989	0.422487
FBtr0300421	5909	5735.78	645.871	16.5877
FBtr0070530	1509	1335.78	32.9912	3.63826
FBtr0310466	1518	1344.78	0.00882934	0.000967182
FBtr0070539	594	420.781	0	0
FBtr0070955	1647	1473.78	52.0142	5.199
FBtr0332972	2104	1930.78	5.44393	0.415347
FBtr0078010	1040	866.781	77.5561	13.1807
FBtr0300044	1142	968.781	12	1.82468
FBtr0334547	1804	1630.78	0	0
FBtr0085741	1795	1621.78	0	0
FBtr0073726	2256	2082.78	523	36.9905
FBtr0113439	1345	1171.78	0	0
FBtr0074184	1428	1254.78	0	0
FBtr0331225	1774	1600.78	0	0
FBtr0079283	1383	1209.78	3	0.365297
FBtr0079983	912	738.781	83	16.5498
FBtr0084360	1870	1696.78	0	0
FBtr0301765	2095	1921.78	37.1	2.84382
FBtr0345262	1324	1150.78	107.169	13.7186
FBtr0084359	1577	1403.78	54.7305	5.7433
FBtr0303262	1281	1107.78	1	0.132977
FBtr0082762	1167	993.781	0	0
FBtr0303263	1322	1148.78	0	0
FBtr0082063	2839	2665.78	280.946	15.5249
FBtr0345178	3025	2851.78	0	0
FBtr0083099	4533	4359.78	1374.77	46.4511
FBtr0083101	4323	4149.78	27.3894	0.972275
FBtr0344377	4935	4761.78	1381.85	42.7488
FBtr0083100	4999	4825.78	194.363	5.93306
FBtr0333426	372	198.808	2	1.48193
FBtr0074417	1786	1612.78	195	17.8111
FBtr0304877	554	380.781	1	0.386862
FBtr0342671	351	177.808	0	0
FBtr0091808	1023	849.781	3.35957	0.582382
FBtr0082665	1596	1422.78	546	56.5309
FBtr0310456	516	342.781	0	0
FBtr0310457	375	201.808	1	0.72995
FBtr0082373	1737	1563.78	63	5.93467
FBtr0347187	2036	1862.78	0	0
FBtr0347190	2435	2261.78	0	0
FBtr0347189	1083	909.781	0	0
FBtr0347188	1837	1663.78	0	0
FBtr0088573	2389	2215.78	0	0
FBtr0088574	2548	2374.78	0	0
FBtr0302505	2054	1880.78	209.104	16.3778
FBtr0302507	2150	1976.78	69.4394	5.17463
FBtr0088572	2159	1985.78	0	0
FBtr0088571	2943	2769.78	56.4564	3.00261
FBtr0302506	2632	2458.78	41.5781	2.49102
FBtr0088576	2847	2673.78	121.886	6.71523
FBtr0088577	2306	2132.78	198.895	13.7376
FBtr0088570	2402	2228.78	75.0744	4.96199
FBtr0306705	2149	1975.78	195.561	14.5806
FBtr0343996	2414	2240.78	159.005	10.453
FBtr0088575	2632	2458.78	0	0
FBtr0088578	2063	1889.78	0	0
FBtr0075780	652	478.781	52	15.9992
FBtr0076053	6275	6101.78	0	0
FBtr0310009	5846	5672.78	0	0
FBtr0310010	5972	5798.78	1.57296	0.0399589
FBtr0076054	6026	5852.78	0	0
FBtr0076055	5849	5675.78	0	0
FBtr0334109	5502	5328.78	26.2756	0.726369
FBtr0076056	5505	5331.78	13.1864	0.364322
FBtr0076057	5832	5658.78	0	0
FBtr0334110	5969	5795.78	2.96501	0.0753608
FBtr0085449	1761	1587.78	0	0
FBtr0332441	1888	1714.78	0	0
FBtr0087244	3176	3002.78	621	30.4649
FBtr0087847	1545	1371.78	11.337	1.21744
FBtr0331976	1303	1129.78	2.66296	0.347218
FBtr0331975	1494	1320.78	0	0
FBtr0087848	1603	1429.78	0	0
FBtr0344121	5831	5657.78	739.465	19.2532
FBtr0085128	5559	5385.78	3.77652e-06	1.03294e-07
FBtr0080078	882	708.781	15	3.11753
FBtr0346138	1223	1049.78	0	0
FBtr0085363	1048	874.781	8	1.34717
FBtr0337049	5525	5351.78	301.151	8.2893
FBtr0305352	4588	4414.78	0	0
FBtr0305355	8836	8662.78	7.96526e-05	1.35449e-06
FBtr0305356	5918	5744.78	449.339	11.5221
FBtr0305351	5997	5823.78	1.07048	0.0270773
FBtr0305354	5076	4902.78	0	0
FBtr0305353	4793	4619.78	0	0
FBtr0337050	9381	9207.78	8.73196	0.139698
FBtr0305357	5566	5392.78	48.1467	1.31518
FBtr0306681	2901	2727.78	0	0
FBtr0084618	750	576.781	0	0
FBtr0345301	752	578.781	0	0
FBtr0076837	1008	834.781	45	7.94093
FBtr0085593	747	573.781	8.74212	2.24441
FBtr0085594	578	404.781	10.982	3.99662
FBtr0085592	524	350.781	24607	10333.7
FBtr0114555	747	573.781	58.2496	14.9547
FBtr0111146	1379	1205.78	196.163	23.9651
FBtr0111147	1422	1248.78	0	0
FBtr0111144	479	305.781	15.3745	7.40665
FBtr0300612	2832	2658.78	246	13.6296
FBtr0082289	2357	2183.78	6	0.404738
FBtr0306170	1821	1647.78	0	0
FBtr0079631	1803	1629.78	2087	188.636
FBtr0306847	3781	3607.78	349.687	14.2781
FBtr0346130	4326	4152.78	122.373	4.34088
FBtr0078989	569	395.781	4	1.4888
FBtr0301289	4841	4667.78	807.347	25.4789
FBtr0333261	5380	5206.78	190.626	5.39317
FBtr0308089	5341	5167.78	0	0
