target_id	length	eff_length	est_counts	tpm
FBtr0307160	671	493.383	11.9416	3.77595
FBtr0071714	569	391.383	0	0
FBtr0071921	1771	1593.38	0	0
FBtr0334605	1505	1327.38	4.51491	0.53064
FBtr0084336	1211	1033.38	248.485	37.5134
FBtr0075701	1581	1403.38	0	0
FBtr0305078	621	443.383	2	0.703717
FBtr0087949	638	460.383	0	0
FBtr0086540	576	398.383	247.679	96.9921
FBtr0086541	654	476.383	76.3206	24.9938
FBtr0075679	3761	3583.38	159	6.92232
FBtr0333032	3758	3580.38	0	0
FBtr0083588	1564	1386.38	1	0.112529
FBtr0346323	2494	2316.38	0	0
FBtr0074661	2055	1877.38	132.47	11.0081
FBtr0083991	1951	1773.38	3858	339.396
FBtr0100832	3212	3034.38	1.5	0.0771202
FBtr0112370	940	762.383	0	0
FBtr0112371	492	314.383	0	0
FBtr0112369	882	704.383	0	0
FBtr0070230	3382	3204.38	558	27.1667
FBtr0075709	929	751.383	2	0.415256
FBtr0081177	1708	1530.38	143	14.5775
FBtr0081675	1167	989.383	19	2.99596
FBtr0079256	2643	2465.38	5.40485	0.342016
FBtr0343151	1726	1548.38	34.6055	3.4867
FBtr0077591	1177	999.383	1	0.156105
FBtr0343237	1376	1198.38	0	0
FBtr0080264	1596	1418.38	21	2.30979
FBtr0079561	2552	2374.38	3	0.197114
FBtr0329938	7234	7056.38	0	0
FBtr0330616	7121	6943.38	0	0
FBtr0329872	6559	6381.38	0	0
FBtr0303083	7121	6943.38	0	0
FBtr0329869	7121	6943.38	0	0
FBtr0303081	6608	6430.38	0	0
FBtr0303082	6904	6726.38	0	0
FBtr0303080	6920	6742.38	0	0
FBtr0305946	6314	6136.38	1.00021	0.0254288
FBtr0084624	1484	1306.38	0	0
FBtr0433500	1340	1162.38	89	11.9451
FBtr0073505	1432	1254.38	249	30.9683
FBtr0302966	2296	2118.38	0	0
FBtr0071329	3721	3543.38	0	0
FBtr0302965	3640	3462.38	6.60697	0.297697
FBtr0075615	436	258.41	0	0
FBtr0331409	683	505.383	0	0
FBtr0290225	686	508.383	0	0
FBtr0346535	819	641.383	0	0
FBtr0088160	830	652.383	0	0
FBtr0089214	1788	1610.38	0.000814626	7.89181e-05
FBtr0345298	2180	2002.38	42.9325	3.34493
FBtr0309882	1958	1780.38	0	0
FBtr0089210	1979	1801.38	80.4621	6.9684
FBtr0089211	2061	1883.38	117.103	9.7001
FBtr0086297	963	785.383	160.613	31.904
FBtr0075304	1539	1361.38	0	0
FBtr0305577	1525	1347.38	0	0
FBtr0075306	2251	2073.38	0	0
FBtr0113173	1480	1302.38	0	0
FBtr0075303	2192	2014.38	0	0
FBtr0075301	1357	1179.38	0	0
FBtr0075305	1673	1495.38	0	0
FBtr0075300	1491	1313.38	1	0.118784
FBtr0075302	2069	1891.38	0	0
FBtr0113174	1614	1436.38	0	0
FBtr0083901	816	638.383	0	0
FBtr0344245	939	761.383	0	0
FBtr0077049	3179	3001.38	13.9477	0.724983
FBtr0345594	4137	3959.38	4.13297	0.162848
FBtr0392900	910	732.383	4.94854	1.05411
FBtr0083323	762	584.383	168.563	45
FBtr0345208	1367	1189.38	0	0
FBtr0332177	1081	903.383	2.4884	0.42973
FBtr0083336	1294	1116.38	0	0
FBtr0333728	1178	1000.38	459.845	71.7121
FBtr0084435	712	534.383	21	6.13076
FBtr0070836	1983	1805.38	10	0.864128
FBtr0072878	636	458.383	145	49.35
FBtr0333810	4339	4161.38	4.38964	0.164566
FBtr0078792	2017	1839.38	562.458	47.7051
FBtr0309312	2443	2265.38	40.1528	2.76517
FBtr0088195	523	345.383	0	0
FBtr0073519	2057	1879.38	1103.92	91.6368
FBtr0073518	2345	2167.38	90.3076	6.50034
FBtr0073287	1401	1223.38	115.414	14.7178
FBtr0306092	1295	1117.38	22.5865	3.15351
FBtr0303830	464	286.383	0	0
FBtr0343529	6059	5881.38	827.243	21.9433
FBtr0301793	6672	6494.38	100.843	2.42244
FBtr0343528	6060	5882.38	27.7098	0.734899
FBtr0301796	6591	6413.38	51.8929	1.26232
FBtr0070725	5480	5302.38	78.3461	2.30512
FBtr0070724	6568	6390.38	3.67092e-05	8.96181e-07
FBtr0301794	6590	6412.38	54.9657	1.33727
FBtr0091810	529	351.383	1.38232	0.613728
FBtr0110781	1248	1070.38	10	1.4575
FBtr0303390	593	415.383	1	0.375577
FBtr0342958	1117	939.383	0	0
FBtr0300625	1064	886.383	112.5	19.8006
FBtr0078848	1083	905.383	0	0
FBtr0305965	1020	842.383	1	0.185199
FBtr0086029	1626	1448.38	15489.8	1668.44
FBtr0081873	554	376.383	85.3818	35.3902
FBtr0339327	717	539.383	6.6182	1.91421
FBtr0344754	2048	1870.38	10.391	0.866713
FBtr0333672	2026	1848.38	9.96621	0.841173
FBtr0089186	1688	1510.38	3752.64	387.612
FBtr0334986	1160	982.383	5.99929	0.952722
FBtr0111266	505	327.383	230.001	109.602
FBtr0345127	5049	4871.38	216.155	6.92247
FBtr0340396	5781	5603.38	67.3428	1.87494
FBtr0301451	6009	5831.38	33.8965	0.90684
FBtr0073808	5870	5692.38	651.606	17.8582
FBtr0301449	5935	5757.38	114.712	3.10836
FBtr0301450	5243	5065.38	288.836	8.89584
FBtr0112980	5651	5473.38	0.00644321	0.000183651
FBtr0304676	1708	1530.38	67.2804	6.85861
FBtr0339481	1703	1525.38	85.9548	8.79101
FBtr0088118	3158	2980.38	0	0
FBtr0084390	6575	6397.38	11.1518	0.27195
FBtr0110801	6764	6586.38	6.89676	0.16336
FBtr0333562	2360	2182.38	0	0
FBtr0290260	1796	1618.38	0	0
FBtr0082512	2382	2204.38	3.38389	0.239484
FBtr0083882	1399	1221.38	286.079	36.5411
FBtr0344243	2285	2107.38	30.921	2.28906
FBtr0077469	1162	984.383	1	0.158483
FBtr0071131	1346	1168.38	86.0914	11.4953
FBtr0331433	1251	1073.38	92.9086	13.5036
FBtr0083662	2241	2063.38	4	0.302432
FBtr0340127	1637	1459.38	0	0
FBtr0086984	1306	1128.38	1	0.138258
FBtr0082487	2236	2058.38	662	50.1741
FBtr0114604	5618	5440.38	527.388	15.1234
FBtr0082817	3788	3610.38	1179.07	50.9487
FBtr0344783	3888	3710.38	111.543	4.68998
FBtr0073675	1234	1056.38	65	9.5993
FBtr0076188	2544	2366.38	470.265	31.0031
FBtr0076187	2630	2452.38	565.735	35.9892
FBtr0077452	586	408.383	17757.1	6783.48
FBtr0335136	633	455.383	0	0
FBtr0345285	613	435.383	241.88	86.6713
FBtr0070490	2352	2174.38	32	2.29594
FBtr0306589	5315	5137.38	0.353976	0.0107493
FBtr0078169	5082	4904.38	3.74658e-06	1.19178e-07
FBtr0078171	5391	5213.38	226.851	6.7884
FBtr0078168	5225	5047.38	3.20234e-06	9.89801e-08
FBtr0306590	5179	5001.38	2.64416e-06	8.24792e-08
FBtr0306591	5390	5212.38	1065.54	31.8921
FBtr0078170	5248	5070.38	781.759	24.0536
FBtr0330655	5281	5103.38	1.65467e-07	5.05826e-09
FBtr0306592	5528	5350.38	226.492	6.60413
FBtr0078166	5155	4977.38	1.78418e-06	5.59224e-08
FBtr0078167	5230	5052.38	0.000453884	1.40151e-05
FBtr0084326	1531	1353.38	132	15.216
FBtr0078751	1859	1681.38	344	31.9183
FBtr0082559	1448	1270.38	0	0
FBtr0113358	2184	2006.38	29	2.25492
FBtr0302224	3653	3475.38	374.609	16.816
FBtr0332968	6696	6518.38	44.1328	1.05626
FBtr0300901	524	346.383	6	2.70235
FBtr0339374	528	350.383	1.93102e-06	8.59788e-07
FBtr0302018	7926	7748.38	0	0
FBtr0073940	6505	6327.38	37.1649	0.916339
FBtr0304875	6355	6177.38	0	0
FBtr0302016	6412	6234.38	1.65296	0.0413634
FBtr0331596	6391	6213.38	43.1822	1.08424
FBtr0302017	6415	6237.38	0	0
FBtr0304874	6418	6240.38	0	0
FBtr0073817	4868	4690.38	530	17.6285
FBtr0301041	4621	4443.38	0.00010489	3.68271e-06
FBtr0301042	4630	4452.38	602	21.0936
FBtr0079696	628	450.383	116	40.1812
FBtr0347005	2330	2152.38	0	0
FBtr0110774	2283	2105.38	0.00337713	0.000250245
FBtr0344293	2267	2089.38	69.5257	5.19129
FBtr0081734	2380	2202.38	58.4709	4.14185
FBtr0301701	6417	6239.38	624.005	15.6025
FBtr0330066	6206	6028.38	203.22	5.25912
FBtr0305501	4407	4229.38	8.29771	0.306076
FBtr0330067	6417	6239.38	624.005	15.6025
FBtr0333358	6414	6236.38	261.473	6.54095
FBtr0342927	1419	1241.38	0	0
FBtr0081191	1302	1124.38	19.8185	2.74982
FBtr0342926	1519	1341.38	6.18149	0.718932
FBtr0331521	1549	1371.38	0	0
FBtr0331522	1613	1435.38	0	0
FBtr0077115	1524	1346.38	1	0.115872
FBtr0074504	2031	1853.38	2341.05	197.057
FBtr0342787	2411	2233.38	193.952	13.5481
FBtr0077885	2999	2821.38	11.228	0.620853
FBtr0077886	3421	3243.38	176.772	8.50282
FBtr0076830	678	500.383	0	0
FBtr0346017	699	521.383	0	0
FBtr0112532	618	440.383	46	16.2958
FBtr0299995	1177	999.383	0	0
FBtr0339149	3412	3234.38	134.434	6.48431
FBtr0301516	3383	3205.38	521.222	25.3682
FBtr0085359	5529	5351.38	391.502	11.4134
FBtr0339150	3449	3271.38	249.843	11.9147
FBtr0342734	2540	2362.38	0	0
FBtr0070185	2073	1895.38	0	0
FBtr0080087	1535	1357.38	482.064	55.4051
FBtr0300982	1655	1477.38	65.9358	6.96267
FBtr0302378	1797	1619.38	0	0
FBtr0071773	1280	1102.38	0	0
FBtr0310017	5009	4831.38	20.0216	0.646509
FBtr0310018	5305	5127.38	0	0
FBtr0310020	6069	5891.38	0	0
FBtr0344146	4915	4737.38	0	0
FBtr0310019	5015	4837.38	3.97842	0.128306
FBtr0085629	657	479.383	46	14.97
FBtr0346511	828	650.383	0	0
FBtr0086768	1571	1393.38	710	79.4942
FBtr0343381	2221	2043.38	0	0
FBtr0073979	2113	1935.38	12	0.967301
FBtr0081101	450	272.383	0	0
FBtr0077015	920	742.383	278	58.4204
FBtr0343265	490	312.383	542.931	271.147
FBtr0072061	593	415.383	254.069	95.4225
FBtr0074618	6138	5960.38	7	0.183219
FBtr0305967	3049	2871.38	0	0
FBtr0086000	3079	2901.38	333	17.9055
FBtr0112929	4880	4702.38	14.293	0.474189
FBtr0087429	4551	4373.38	15.0679	0.537505
FBtr0332856	4059	3881.38	0	0
FBtr0087431	3648	3470.38	468.348	21.0542
FBtr0303758	1942	1764.38	0	0
FBtr0303757	5340	5162.38	0	0
FBtr0303756	4522	4344.38	189.049	6.7888
FBtr0087430	4221	4043.38	0	0
FBtr0301334	3652	3474.38	0	0
FBtr0076150	490	312.383	0	0
FBtr0079860	5802	5624.38	0	0
FBtr0304057	4976	4798.38	0	0
FBtr0079861	5381	5203.38	0	0
FBtr0113030	2148	1970.38	0	0
FBtr0304056	4284	4106.38	12.0215	0.456718
FBtr0300468	2056	1878.38	0	0
FBtr0070688	2475	2297.38	0	0
FBtr0332316	1277	1099.38	1	0.141905
FBtr0076997	1428	1250.38	4	0.499073
FBtr0088084	2033	1855.38	35	2.94294
FBtr0290052	1477	1299.38	3	0.36019
FBtr0344660	4010	3832.38	0	0
FBtr0344661	3964	3786.38	0	0
FBtr0344659	3971	3793.38	0	0
FBtr0303293	11515	11337.4	1570	21.604
FBtr0347556	11368	11190.4	1.63408e-08	2.27811e-10
FBtr0084409	1343	1165.38	1510.5	202.208
FBtr0346160	1809	1631.38	3.50082	0.334782
FBtr0071619	4426	4248.38	9.0761	0.333291
FBtr0309176	1364	1186.38	0	0
FBtr0309177	1367	1189.38	0	0
FBtr0086752	677	499.383	0	0
FBtr0074895	1797	1619.38	602	57.9955
FBtr0113210	1659	1481.38	15.6519	1.64834
FBtr0082126	1202	1024.38	129.348	19.699
FBtr0082119	2993	2815.38	301.942	16.7314
FBtr0302382	4378	4200.38	2.73447e-06	1.01562e-07
FBtr0301093	4774	4596.38	96.0583	3.26037
FBtr0086832	832	654.383	258	61.5085
FBtr0084632	4622	4444.38	697	24.4663
FBtr0345370	5509	5331.38	20.6643	0.604683
FBtr0089021	5251	5073.38	1029.34	31.6524
FBtr0084258	553	375.383	0	0
FBtr0079867	1616	1438.38	1	0.108461
FBtr0083779	1716	1538.38	1	0.101411
FBtr0308256	1173	995.383	0	0
FBtr0304871	1357	1179.38	5.63611	0.745543
FBtr0345065	917	739.383	0	0
FBtr0089112	1122	944.383	0	0
FBtr0089113	1197	1019.38	124.585	19.0667
FBtr0089114	1143	965.383	19.2138	3.10499
FBtr0345064	863	685.383	2.56536	0.583932
FBtr0079082	1798	1620.38	2	0.192557
FBtr0329970	2616	2438.38	0	0
FBtr0339240	615	437.383	0	0
FBtr0100553	393	215.41	0	0
FBtr0085715	1601	1423.38	430.14	47.1449
FBtr0074292	3052	2874.38	1061.8	57.6295
FBtr0074293	6837	6659.38	21.7439	0.509392
FBtr0305198	7965	7787.38	5.42953	0.108772
FBtr0332870	4007	3829.38	622.203	25.3484
FBtr0336708	995	817.383	0	0
FBtr0078981	1034	856.383	23	4.18993
FBtr0273303	2877	2699.38	2	0.115588
FBtr0077008	1391	1213.38	452.755	58.212
FBtr0332065	1778	1600.38	0	0
FBtr0332066	1324	1146.38	213.245	29.02
FBtr0332067	1350	1172.38	0	0
FBtr0087486	1514	1336.38	0	0
FBtr0336626	360	182.43	0	0
FBtr0307098	318	140.43	0	0
FBtr0073075	2255	2077.38	89	6.68376
FBtr0300810	3915	3737.38	4.43853	0.185276
FBtr0083838	3918	3740.38	1.56147	0.0651275
FBtr0344607	3568	3390.38	0	0
FBtr0086133	1674	1496.38	11	1.14683
FBtr0332474	4133	3955.38	78.7129	3.10459
FBtr0080706	4124	3946.38	2830.78	111.906
FBtr0080705	4145	3967.38	1027.5	40.4042
FBtr0332473	4112	3934.38	0.000473162	1.87621e-05
FBtr0300363	915	737.383	2	0.42314
FBtr0075581	1681	1503.38	0	0
FBtr0070749	772	594.383	0	0
FBtr0345745	952	774.383	0	0
FBtr0334496	851	673.383	0	0
FBtr0082860	568	390.383	0	0
FBtr0072083	1230	1052.38	132	19.5681
FBtr0078415	2043	1865.38	10	0.836334
FBtr0076461	2120	1942.38	352	28.2719
FBtr0331583	2111	1933.38	0	0
FBtr0331582	2069	1891.38	0	0
FBtr0342624	1603	1425.38	173.177	18.9543
FBtr0073776	1282	1104.38	105.823	14.9488
FBtr0306683	1878	1700.38	0	0
FBtr0088125	818	640.383	1	0.243617
FBtr0082598	1758	1580.38	464.177	45.8215
FBtr0290234	1200	1022.38	48	7.32445
FBtr0074271	7899	7721.38	397	8.02127
FBtr0305661	1449	1271.38	0	0
FBtr0300847	784	606.383	0	0
FBtr0340224	4612	4434.38	48.1851	1.69522
FBtr0340225	5420	5242.38	190.313	5.66354
FBtr0089881	4371	4193.38	1060.2	39.4432
FBtr0111141	1581	1403.38	0	0
FBtr0344974	2053	1875.38	0	0
FBtr0070044	1423	1245.38	285.954	35.8213
FBtr0345139	1429	1251.38	0	0
FBtr0345138	1481	1303.38	158.956	19.0262
FBtr0070042	1536	1358.38	79.0895	9.08331
FBtr0070043	1561	1383.38	0	0
FBtr0088010	467	289.383	340	183.296
FBtr0334522	3913	3735.38	64.6457	2.69993
FBtr0083698	3561	3383.38	503.354	23.2097
FBtr0083699	3740	3562.38	0	0
FBtr0330185	1539	1361.38	0	0
FBtr0076983	1455	1277.38	146	17.8311
FBtr0079179	1784	1606.38	1578.13	153.265
FBtr0332599	1656	1478.38	103.868	10.9608
FBtr0346193	2078	1900.38	7.63206	0.626539
FBtr0074094	1829	1651.38	458.368	43.3026
FBtr0088413	1753	1575.38	0	0
FBtr0088418	2966	2788.38	0	0
FBtr0088419	2966	2788.38	0	0
FBtr0088416	1753	1575.38	397.77	39.3907
FBtr0088417	3046	2868.38	16.3168	0.887451
FBtr0100182	974	796.383	1508.81	295.571
FBtr0088412	3078	2900.38	0	0
FBtr0332917	1760	1582.38	172.636	17.0203
FBtr0100183	1753	1575.38	1975.59	195.64
FBtr0088415	3078	2900.38	346.872	18.6578
FBtr0088414	2966	2788.38	0	0
FBtr0332916	2924	2746.38	0	0
FBtr0071666	1235	1057.38	133	19.6231
FBtr0076824	2391	2213.38	0	0
FBtr0305283	218	42.6317	0	0
FBtr0085545	4955	4777.38	1	0.0326556
FBtr0082015	1885	1707.38	538	49.1585
FBtr0091493	2470	2292.38	2.23797e-06	1.52305e-07
FBtr0091491	7325	7147.38	0	0
FBtr0091492	2446	2268.38	2	0.13755
FBtr0310062	7141	6963.38	0	0
FBtr0070458	2721	2543.38	0	0
FBtr0070457	4223	4045.38	1048.78	40.4458
FBtr0334883	4544	4366.38	34.8811	1.24628
FBtr0303887	4509	4331.38	22.4424	0.808333
FBtr0303886	4316	4138.38	43.895	1.65475
FBtr0086775	2146	1968.38	505	40.0248
FBtr0335157	3185	3007.38	120.78	6.26546
FBtr0335155	2728	2550.38	163.197	9.98284
FBtr0074795	2975	2797.38	1389.02	77.4649
FBtr0335156	2882	2704.38	0	0
FBtr0080843	1012	834.383	275.191	51.4537
FBtr0304692	8553	8375.38	4141	77.1344
FBtr0084813	8484	8306.38	5.79722e-06	1.08882e-07
FBtr0321258	2850	2672.38	0	0
FBtr0089524	2847	2669.38	0	0
FBtr0331651	1426	1248.38	0	0
FBtr0078006	2220	2042.38	0	0
FBtr0086929	2022	1844.38	0	0
FBtr0075065	741	563.383	0	0
FBtr0300438	1228	1050.38	0	0
FBtr0308809	1139	961.383	0	0
FBtr0110805	636	458.383	8.70425	2.96244
FBtr0308808	1094	916.383	0	0
FBtr0308807	970	792.383	12.2957	2.42085
FBtr0306255	3161	2983.38	876.497	45.8341
FBtr0100422	3266	3088.38	0	0
FBtr0076189	3755	3577.38	0	0
FBtr0076190	3427	3249.38	12.2157	0.586497
FBtr0306254	3654	3476.38	374.287	16.7967
FBtr0300500	4643	4465.38	160.769	5.61681
FBtr0332081	5080	4902.38	0	0
FBtr0300499	3862	3684.38	69.2502	2.93227
FBtr0346536	6398	6220.38	0.896644	0.022488
FBtr0076777	5107	4929.38	18.4307	0.583307
FBtr0332083	2870	2692.38	0	0
FBtr0076776	5065	4887.38	114.189	3.645
FBtr0076782	4746	4568.38	186.672	6.37475
FBtr0076775	2828	2650.38	121.291	7.13947
FBtr0076780	4702	4524.38	0	0
FBtr0332080	4197	4019.38	169.475	6.57801
FBtr0306535	6855	6677.38	14.6057	0.341244
FBtr0332082	5098	4920.38	0	0
FBtr0343643	1395	1217.38	0	0
FBtr0080586	1141	963.383	548.443	88.8138
FBtr0302501	1335	1157.38	77.5566	10.4542
FBtr0082174	2061	1883.38	232	19.2175
FBtr0302670	3747	3569.38	649.438	28.3852
FBtr0302667	3464	3286.38	133.105	6.31864
FBtr0302669	3410	3232.38	85.9454	4.14808
FBtr0306633	4342	4164.38	221.211	8.2871
FBtr0302668	3887	3709.38	202.609	8.52129
FBtr0302666	2092	1914.38	1173.04	95.5945
FBtr0302673	4477	4299.38	2616.94	94.9587
FBtr0303586	4204	4026.38	2272.62	88.056
FBtr0306634	3324	3146.38	489.093	24.2509
FBtr0075433	571	393.383	0	0
FBtr0343513	355	177.43	0	0
FBtr0072448	498	320.383	0	0
FBtr0077545	571	393.383	0	0
FBtr0346581	631	453.383	0	0
FBtr0302315	2098	1920.38	2.97746e-08	2.41883e-09
FBtr0072013	2033	1855.38	637.377	53.5933
FBtr0072014	2071	1893.38	129.619	10.6801
FBtr0072015	2034	1856.38	147.004	12.354
FBtr0343042	8493	8315.38	22.0318	0.413348
FBtr0071493	8469	8291.38	0	0
FBtr0343041	9687	9509.38	0	0
FBtr0110794	703	525.383	0	0
FBtr0084553	1158	980.383	0	0
FBtr0344266	706	528.383	0	0
FBtr0335412	937	759.383	0	0
FBtr0075112	1469	1291.38	0	0
FBtr0071126	1928	1750.38	3.64275	0.324672
FBtr0301675	5571	5393.38	18.3566	0.53098
FBtr0071125	5571	5393.38	1027.97	29.7349
FBtr0077694	785	607.383	595	152.828
FBtr0335170	1070	892.383	0	0
FBtr0078523	2018	1840.38	12.1344	1.02862
FBtr0078524	1932	1754.38	80.2841	7.13925
FBtr0345591	2130	1952.38	29.5816	2.36376
FBtr0321312	4390	4212.38	0	0
FBtr0321311	4237	4059.38	2	0.076863
FBtr0308348	1148	970.383	4	0.643079
FBtr0070764	1214	1036.38	0	0
FBtr0334317	801	623.383	0	0
FBtr0081879	699	521.383	183	54.7573
FBtr0310655	696	518.383	0	0
FBtr0071505	889	711.383	0	0
FBtr0289964	639	461.383	0	0
FBtr0088176	1681	1503.38	166.829	17.312
FBtr0076572	515	337.383	0	0
FBtr0302948	2741	2563.38	0	0
FBtr0079418	2566	2388.38	50	3.26598
FBtr0301182	1990	1812.38	4.62551e-06	3.98159e-07
FBtr0086862	1969	1791.38	18	1.56759
FBtr0299817	3112	2934.38	0	0
FBtr0301183	3133	2955.38	0	0
FBtr0331301	1301	1123.38	2	0.277747
FBtr0070055	1060	882.383	108.75	19.2274
FBtr0337009	2945	2767.38	61.5294	3.46865
FBtr0084715	2980	2802.38	0	0
FBtr0306089	3249	3071.38	63.4706	3.22393
FBtr0337010	2903	2725.38	0	0
FBtr0077604	3062	2884.38	424	22.933
FBtr0088146	2795	2617.38	111.315	6.63489
FBtr0072063	3207	3029.38	7	0.360488
FBtr0076463	1340	1162.38	61	8.18706
FBtr0114371	1573	1395.38	0	0
FBtr0083822	1565	1387.38	1	0.112448
FBtr0306648	2630	2452.38	4.79814	0.305233
FBtr0302330	3834	3656.38	0	0
FBtr0087344	5256	5078.38	0	0
FBtr0087348	2790	2612.38	0	0
FBtr0087343	5243	5065.38	0	0
FBtr0087345	3671	3493.38	0	0
FBtr0087347	4375	4197.38	18.2019	0.676526
FBtr0087346	5512	5334.38	0	0
FBtr0089223	6592	6414.38	1363.1	33.1528
FBtr0089225	5153	4975.38	43.9305	1.37749
FBtr0309865	10243	10065.4	56.9565	0.882796
FBtr0089224	5200	5022.38	97.0153	3.01355
FBtr0083400	3602	3424.38	248.41	11.3171
FBtr0088050	1428	1250.38	1	0.124768
FBtr0074032	2551	2373.38	77.3321	5.08323
FBtr0074033	1013	835.383	61.1395	11.4178
FBtr0343984	1003	825.383	0	0
FBtr0345130	838	660.383	204.752	48.3703
FBtr0343983	987	809.383	34.6808	6.68472
FBtr0082079	1189	1011.38	24.766	3.82022
FBtr0082078	1511	1333.38	15.7752	1.84573
FBtr0306007	995	817.383	70.5635	13.468
FBtr0345417	3851	3673.38	45.0506	1.91329
FBtr0345418	4012	3834.38	178.343	7.2562
FBtr0086922	3656	3478.38	5.45007e-07	2.4444e-08
FBtr0086921	3797	3619.38	951.931	41.0316
FBtr0082568	1115	937.383	2	0.332859
FBtr0087334	1782	1604.38	183.778	17.8703
FBtr0392910	3425	3247.38	2.80188	0.134606
FBtr0084885	2202	2024.38	0	0
FBtr0084884	2266	2088.38	10.1981	0.761829
FBtr0304805	2199	2021.38	0	0
FBtr0301266	482	304.383	3	1.53762
FBtr0301043	1539	1361.38	0	0
FBtr0343362	1818	1640.38	0	0
FBtr0088966	2747	2569.38	0	0
FBtr0336909	2610	2432.38	1068.99	68.5631
FBtr0087904	6284	6106.38	499	12.7486
FBtr0339462	943	765.383	0	0
FBtr0088213	858	680.383	6	1.37577
FBtr0303850	1266	1088.38	0	0
FBtr0085488	5795	5617.38	0	0
FBtr0303095	5651	5473.38	8	0.228025
FBtr0075075	892	714.383	60	13.1029
FBtr0072573	2457	2279.38	0	0
FBtr0306565	2316	2138.38	209.995	15.3204
FBtr0333903	2942	2764.38	11.4334	0.645248
FBtr0306564	2415	2237.38	447.323	31.1909
FBtr0306566	3020	2842.38	50.6684	2.78101
FBtr0333904	2512	2334.38	179.829	12.0181
FBtr0072572	1844	1666.38	63.751	5.96842
FBtr0305683	1463	1285.38	0	0
FBtr0080982	1284	1106.38	1248	175.977
FBtr0088644	377	199.41	263.747	206.342
FBtr0073839	595	417.383	40	14.9511
FBtr0300710	507	329.383	39.1189	18.5282
FBtr0304058	416	238.41	6.1433	4.01998
FBtr0343266	286	108.43	6	8.63278
FBtr0091694	739	561.383	0	0
FBtr0085323	3563	3385.38	42.4516	1.95629
FBtr0113301	4604	4426.38	76.6931	2.70306
FBtr0085325	3573	3395.38	113.499	5.21494
FBtr0113299	3582	3404.38	0	0
FBtr0085322	3405	3227.38	1208.36	58.4107
FBtr0085417	3325	3147.38	718	35.5895
FBtr0112614	5272	5094.38	18.2137	0.55777
FBtr0290253	2817	2639.38	0	0
FBtr0339991	5475	5297.38	0	0
FBtr0112616	2475	2297.38	4.78626	0.32502
FBtr0113043	4096	3918.38	1027.39	40.905
FBtr0081148	4507	4329.38	189.608	6.83248
FBtr0086152	2981	2803.38	1232.71	68.6001
FBtr0086153	2816	2638.38	598.495	35.3892
FBtr0086150	2833	2655.38	5185.06	304.631
FBtr0086151	2798	2620.38	2081.74	123.939
FBtr0333024	565	387.383	0	0
FBtr0077268	1073	895.383	279.521	48.7026
FBtr0339633	1236	1058.38	19.4794	2.87132
FBtr0091630	5569	5391.38	1.39963	0.0405006
FBtr0091631	5317	5139.38	0	0
FBtr0333702	5079	4901.38	30.4952	0.970646
FBtr0307333	5584	5406.38	0.0375828	0.0010845
FBtr0307334	5413	5235.38	5.06756	0.151007
FBtr0452090	1078	900.383	23	3.98518
FBtr0073256	848	670.383	75	17.4536
FBtr0075753	11756	11578.4	3083.65	41.5493
FBtr0333020	11753	11575.4	489.354	6.59531
FBtr0086954	3102	2924.38	448	23.8996
FBtr0080444	1420	1242.38	112	14.064
FBtr0310092	441	263.41	5	2.96132
FBtr0075295	2552	2374.38	42.9308	2.82076
FBtr0075294	2603	2425.38	0	0
FBtr0075293	2482	2304.38	851.069	57.6179
FBtr0074698	1814	1636.38	13	1.23938
FBtr0072568	774	596.383	1	0.261591
FBtr0076401	2167	1989.38	2744.15	215.198
FBtr0330097	2164	1986.38	2043.95	160.529
FBtr0076398	2270	2092.38	166.472	12.4122
FBtr0076400	2273	2095.38	64.4848	4.80111
FBtr0076399	2164	1986.38	2043.95	160.529
FBtr0300011	469	291.383	15	8.03109
FBtr0302943	1369	1191.38	0	0
FBtr0339561	1346	1168.38	208.149	27.793
FBtr0302942	1403	1225.38	16.3467	2.08116
FBtr0081417	1172	994.383	379.031	59.466
FBtr0339560	1512	1334.38	53.9446	6.30689
FBtr0081418	1244	1066.38	389.204	56.9392
FBtr0081419	1181	1003.38	672.496	104.561
FBtr0302945	1550	1372.38	39.2939	4.46681
FBtr0339559	1309	1131.38	91.1758	12.5724
FBtr0081420	1541	1363.38	0	0
FBtr0345687	1827	1649.38	177.991	16.8354
FBtr0302944	1413	1235.38	79.3683	10.0229
FBtr0085514	695	517.383	1	0.301533
FBtr0340409	3771	3593.38	0	0
FBtr0089999	3772	3594.38	37.2127	1.61516
FBtr0333009	1087	909.383	79.9709	13.7193
FBtr0081428	689	511.383	682.029	208.067
FBtr0303898	7332	7154.38	0	0
FBtr0331284	3786	3608.38	0	0
FBtr0079914	6723	6545.38	0	0
FBtr0079912	6495	6317.38	1.84341	0.0455233
FBtr0079915	3992	3814.38	0	0
FBtr0079916	3068	2890.38	1.15659	0.0624266
FBtr0079913	7583	7405.38	0	0
FBtr0073346	458	280.383	0	0
FBtr0074864	1398	1220.38	14	1.7897
FBtr0113437	3742	3564.38	0	0
FBtr0078531	3659	3481.38	272.06	12.1916
FBtr0078532	3716	3538.38	27.5674	1.21546
FBtr0306600	4059	3881.38	330.496	13.2839
FBtr0332105	3937	3759.38	16.4437	0.682387
FBtr0302134	4245	4067.38	96.1548	3.68811
FBtr0078533	5916	5738.38	43.2788	1.17661
